Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Sh,GCA_Fld,GCA_Def,Season
59,Sam Beukema,NED,['DF'],Bologna,24,1998,28.3,21,0.74,19,0,0,2,0,0,1,0.04,1,0,0,0,0,0,2023-2024
60,Jaka Bijol,SVN,['DF'],Udinese,24,1999,23.2,7,0.30,5,0,0,2,0,0,1,0.04,0,0,0,1,0,0,2023-2024
61,El Bilal Touré,MLI,['FW'],Atalanta,21,2001,4.4,10,2.28,8,0,0,1,1,0,3,0.69,2,0,0,0,1,0,2023-2024
62,Cristiano Biraghi,ITA,['DF'],Fiorentina,30,1992,26.2,77,2.94,37,35,3,0,1,1,11,0.42,3,6,2,0,0,0,2023-2024
63,Davide Biraschi,ITA,['DF'],Genoa,29,1994,1.0,1,1.00,0,0,1,0,0,0,1,1.00,0,0,1,0,0,0,2023-2024
64,Samuele Birindelli,ITA,['DF'],Monza,24,1999,22.4,43,1.92,35,0,1,4,3,0,4,0.18,4,0,0,0,0,0,2023-2024
65,Alexis Blin,FRA,['MF'],Lecce,26,1996,18.2,31,1.70,26,1,0,2,1,1,4,0.22,2,0,0,1,1,0,2023-2024
66,Jérôme Boateng,GER,['DF'],Salernitana,34,1988,2.6,3,1.13,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,2023-2024
67,Emil Bohinen,NOR,['MF'],Genoa,24,1999,0.6,3,4.82,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
68,Emil Bohinen,NOR,['MF'],Salernitana,24,1999,5.9,12,2.02,10,0,0,0,1,1,1,0.17,1,0,0,0,0,0,2023-2024
69,Daniel Boloca,ROU,['MF'],Sassuolo,24,1998,22.5,52,2.32,46,0,6,0,0,0,4,0.18,4,0,0,0,0,0,2023-2024
70,Giacomo Bonaventura,ITA,['MF'],Fiorentina,33,1989,25.3,83,3.28,70,3,1,4,5,0,5,0.20,5,0,0,0,0,0,2023-2024
71,Federico Bonazzoli,ITA,"['FW', 'MF']",Hellas Verona,26,1997,11.3,26,2.30,22,0,0,4,0,0,3,0.27,3,0,0,0,0,0,2023-2024
72,Warren Bondo,FRA,['MF'],Monza,19,2003,16.4,30,1.83,21,0,2,4,1,2,4,0.24,3,0,0,1,0,0,2023-2024
73,Giovanni Bonfanti,ITA,['DF'],Atalanta,20,2003,1.0,1,1.01,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
74,Kevin Bonifazi,ITA,['DF'],Bologna,27,1996,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
75,Kevin Bonifazi,ITA,['DF'],Frosinone,27,1996,3.4,3,0.87,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
76,Gennaro Borrelli,ITA,['FW'],Frosinone,23,2000,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
77,Erik Botheim,NOR,"['FW', 'MF']",Salernitana,23,2000,3.5,1,0.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
78,Mehdi Bourabia,MAR,['MF'],Frosinone,31,1991,2.2,4,1.79,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2023-2024
79,Edoardo Bove,ITA,['MF'],Roma,21,2002,19.8,40,2.02,34,0,1,0,5,0,2,0.10,2,0,0,0,0,0,2023-2024
80,Domagoj Bradarić,CRO,['DF'],Salernitana,23,1999,30.5,61,2.00,46,9,1,1,2,2,3,0.10,3,0,0,0,0,0,2023-2024
81,Josip Brekalo,CRO,['FW'],Fiorentina,25,1998,7.2,19,2.62,15,2,1,0,1,0,3,0.41,2,0,0,0,1,0,2023-2024
82,Gleison Bremer,BRA,['DF'],Juventus,26,1997,35.9,24,0.67,19,0,0,3,0,2,3,0.08,2,0,0,1,0,0,2023-2024
83,Brenner,BRA,"['MF', 'FW']",Udinese,23,2000,2.1,5,2.38,3,0,0,1,1,0,0,0.00,0,0,0,0,0,0,2023-2024
84,Marco Brescianini,ITA,['MF'],Frosinone,23,2000,25.8,50,1.94,41,0,4,2,3,0,4,0.16,4,0,0,0,0,0,2023-2024
85,Dylan Bronn,TUN,"['DF', 'MF']",Salernitana,28,1995,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
86,Tajon Buchanan,CAN,['DF'],Inter,24,1999,1.8,6,3.35,4,0,0,2,0,0,0,0.00,0,0,0,0,0,0,2023-2024
87,Alessandro Buongiorno,ITA,['DF'],Torino,24,1999,28.1,22,0.78,17,0,0,1,1,3,1,0.04,0,0,0,0,1,0,2023-2024
88,Rareș-Cătălin Burnete,ROU,['FW'],Lecce,19,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
89,Jovane Cabral,CPV,"['MF', 'FW']",Salernitana,25,1998,7.5,25,3.31,20,1,2,1,1,0,0,0.00,0,0,0,0,0,0,2023-2024
90,Liberato Cacace,NZL,['DF'],Empoli,22,2000,21.2,42,1.97,26,12,2,2,0,0,2,0.09,2,0,0,0,0,0,2023-2024
91,Jens Cajuste,SWE,['MF'],Napoli,23,1999,11.3,37,3.28,31,0,4,1,0,1,5,0.44,4,0,0,0,0,1,2023-2024
92,Davide Calabria,ITA,['DF'],Milan,26,1996,24.3,34,1.40,32,0,0,0,1,1,6,0.25,6,0,0,0,0,0,2023-2024
93,Riccardo Calafiori,ITA,['DF'],Bologna,21,2002,26.1,46,1.77,36,0,2,5,0,3,8,0.31,5,0,0,3,0,0,2023-2024
94,Mattia Caldara,ITA,['DF'],Milan,29,1994,0.4,1,2.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
95,Luca Caldirola,ITA,['DF'],Monza,32,1991,23.8,14,0.59,13,0,0,0,0,1,1,0.04,1,0,0,0,0,0,2023-2024
96,Hakan Çalhanoğlu,TUR,['MF'],Inter,29,1994,28.4,107,3.77,63,39,0,4,0,1,10,0.35,7,3,0,0,0,0,2023-2024
97,Francesco Camarda,ITA,['FW'],Milan,15,2008,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
98,Nicolò Cambiaghi,ITA,"['FW', 'MF']",Empoli,22,2000,28.4,93,3.28,57,6,4,6,18,2,4,0.14,2,0,0,0,2,0,2023-2024
99,Andrea Cambiaso,ITA,"['DF', 'FW']",Juventus,23,2000,26.4,78,2.96,62,5,4,3,3,1,5,0.19,5,0,0,0,0,0,2023-2024
100,Matteo Cancellieri,ITA,"['FW', 'MF']",Empoli,21,2002,19.9,54,2.72,27,1,10,6,9,1,6,0.30,2,0,2,0,2,0,2023-2024
101,Antonio Candreva,ITA,"['MF', 'FW']",Salernitana,36,1987,30.6,119,3.89,72,30,6,10,1,0,13,0.43,8,2,1,2,0,0,2023-2024
102,Luigi Canotto,ITA,['FW'],Frosinone,29,1994,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
103,Gianluca Caprari,ITA,"['MF', 'FW']",Monza,30,1993,3.2,16,5.03,11,3,1,1,0,0,0,0.00,0,0,0,0,0,0,2023-2024
104,Elia Caprile,ITA,['GK'],Empoli,21,2001,23.0,8,0.35,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
105,Francesco Caputo,ITA,['FW'],Empoli,35,1987,14.1,26,1.85,22,0,0,4,0,0,0,0.00,0,0,0,0,0,0,2023-2024
106,Andrea Carboni,ITA,['DF'],Monza,22,2001,16.5,17,1.03,16,0,0,0,0,1,1,0.06,1,0,0,0,0,0,2023-2024
107,Valentin Carboni,ARG,"['MF', 'FW']",Monza,18,2005,13.0,42,3.23,36,2,1,1,0,2,4,0.31,3,0,0,1,0,0,2023-2024
108,Marco Carnesecchi,ITA,['GK'],Atalanta,23,2000,26.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
109,Nicolò Casale,ITA,['DF'],Lazio,25,1998,17.3,12,0.69,9,0,0,3,0,0,1,0.06,0,0,0,1,0,0,2023-2024
110,Giuseppe Caso,ITA,"['FW', 'MF']",Frosinone,24,1998,4.6,12,2.59,5,1,2,1,3,0,2,0.43,0,1,0,0,1,0,2023-2024
111,Valentín Castellanos,ARG,['FW'],Lazio,24,1998,18.7,48,2.57,37,0,2,4,5,0,11,0.59,8,0,1,2,0,0,2023-2024
112,Samu Castillejo,ESP,"['FW', 'MF']",Sassuolo,28,1995,6.0,27,4.54,22,2,1,1,1,0,1,0.17,1,0,0,0,0,0,2023-2024
113,Santiago Castro,ARG,['FW'],Bologna,18,2004,2.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
114,Gaetano Castrovilli,ITA,"['FW', 'MF']",Fiorentina,26,1997,4.1,10,2.45,9,0,0,0,1,0,4,0.98,3,0,0,0,1,0,2023-2024
115,Danilo Cataldi,ITA,['MF'],Lazio,28,1994,15.1,23,1.52,15,6,2,0,0,0,1,0.07,1,0,0,0,0,0,2023-2024
116,Emil Ceide,NOR,"['FW', 'MF']",Sassuolo,21,2001,2.0,7,3.60,5,0,1,1,0,0,0,0.00,0,0,0,0,0,0,2023-2024
117,Zeki Çelik,TUR,['DF'],Roma,26,1997,7.5,19,2.54,15,1,1,0,0,2,0,0.00,0,0,0,0,0,0,2023-2024
118,Fabien Centonze,FRA,['DF'],Hellas Verona,27,1996,7.5,16,2.13,10,5,1,0,0,0,2,0.27,1,1,0,0,0,0,2023-2024
119,Michele Cerofolini,ITA,['GK'],Frosinone,24,1999,7.5,1,0.13,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
120,Alberto Cerri,ITA,['FW'],Empoli,27,1996,6.1,8,1.32,6,0,0,2,0,0,1,0.16,0,0,0,1,0,0,2023-2024
121,Leonardo Cerri,ITA,['DF'],Juventus,20,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
122,Charlys,BRA,['MF'],Hellas Verona,19,2004,0.3,4,14.40,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,2023-2024
123,Walid Cheddira,MAR,['FW'],Frosinone,25,1998,23.6,38,1.61,24,0,1,5,8,0,6,0.25,4,0,0,1,1,0,2023-2024
124,Federico Chiesa,ITA,['FW'],Juventus,25,1997,24.4,117,4.79,70,17,14,7,8,1,9,0.37,5,0,2,0,2,0,2023-2024
125,Oliver Christensen,DEN,['GK'],Fiorentina,24,1999,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
126,Samuel Chukwueze,NGA,['FW'],Milan,24,1999,11.3,48,4.25,32,0,9,5,2,0,7,0.62,5,0,1,1,0,0,2023-2024
127,Alphadjo Cissè,ITA,['FW'],Hellas Verona,16,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
128,Giorgio Cittadini,ITA,['DF'],Monza,21,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
129,Giorgio Cittadini,ITA,['DF'],Genoa,21,2002,1.2,2,1.70,0,0,0,0,1,1,0,0.00,0,0,0,0,0,0,2023-2024
130,Patrick Ciurria,ITA,"['DF', 'MF']",Monza,28,1995,17.8,53,2.98,43,4,2,2,1,1,3,0.17,2,0,0,1,0,0,2023-2024
131,Lorenzo Colombo,ITA,['FW'],Monza,21,2002,15.1,28,1.85,19,0,4,3,2,0,6,0.40,4,0,2,0,0,0,2023-2024
132,Andrea Colpani,ITA,"['MF', 'FW']",Monza,24,1999,29.5,120,4.06,79,20,8,5,7,1,10,0.34,8,0,2,0,0,0,2023-2024
133,Pietro Comuzzo,ITA,"['DF', 'FW']",Fiorentina,18,2005,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
134,Andrea Consigli,ITA,['GK'],Sassuolo,36,1987,35.0,4,0.11,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
135,Nikita Contini Baranovsky,ITA,['GK'],Napoli,27,1996,0.2,1,5.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
136,Diego Coppola,ITA,['DF'],Hellas Verona,19,2003,18.2,8,0.44,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
137,Tommaso Corazza,ITA,['DF'],Bologna,19,2004,2.2,3,1.38,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,2023-2024
138,Jeppe Corfitzen,DEN,['FW'],Lecce,18,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
139,Giacomo Corona,ITA,['FW'],Empoli,19,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
140,João Costa,BRA,"['MF', 'FW']",Roma,18,2005,0.2,2,12.86,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
141,Benoît Costil,FRA,['GK'],Salernitana,36,1987,13.0,4,0.31,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
142,Lassana Coulibaly,MLI,['MF'],Salernitana,27,1996,23.1,40,1.73,35,0,0,1,2,2,0,0.00,0,0,0,0,0,0,2023-2024
143,Mamadou Coulibaly,SEN,['DF'],Salernitana,24,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
144,Alessio Cragno,ITA,['GK'],Sassuolo,29,1994,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
145,Bryan Cristante,ITA,"['MF', 'DF']",Roma,28,1995,36.5,82,2.24,69,0,0,9,4,0,16,0.44,9,0,0,6,1,0,2023-2024
146,Juan Cruz,ARG,"['FW', 'MF']",Hellas Verona,24,1999,1.2,3,2.48,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,2023-2024
147,Juan Cuadrado,COL,['DF'],Inter,35,1988,3.0,13,4.38,11,1,0,1,0,0,3,1.01,3,0,0,0,0,0,2023-2024
148,Marvin Cuni,ALB,['FW'],Frosinone,22,2001,5.9,17,2.88,11,0,1,1,3,1,1,0.17,0,0,0,0,1,0,2023-2024
149,Danilo D'Ambrosio,ITA,['DF'],Monza,34,1988,17.1,14,0.82,5,0,2,4,1,2,0,0.00,0,0,0,0,0,0,2023-2024
150,Flavius Daniliuc,AUT,['DF'],Salernitana,22,2001,8.3,10,1.21,9,0,0,0,0,1,0,0.00,0,0,0,0,0,0,2023-2024
151,Danilo,BRA,['DF'],Juventus,32,1991,27.2,48,1.76,41,1,1,2,0,3,3,0.11,1,0,0,1,0,1,2023-2024
152,Matteo Darmian,ITA,['DF'],Inter,33,1989,26.7,55,2.06,45,6,0,2,2,0,3,0.11,2,0,0,0,1,0,2023-2024
153,Juan David Cabal,COL,['DF'],Hellas Verona,22,2001,16.6,40,2.41,28,3,1,2,2,4,2,0.12,1,0,0,0,0,1,2023-2024
154,Keinan Davis,ENG,"['FW', 'MF']",Udinese,25,1998,2.1,11,5.32,8,0,0,3,0,0,1,0.48,0,0,0,1,0,0,2023-2024
155,Paweł Dawidowicz,POL,['DF'],Hellas Verona,28,1995,23.8,11,0.46,8,1,0,2,0,0,1,0.04,0,0,0,1,0,0,2023-2024
156,Charles De Ketelaere,BEL,"['FW', 'MF']",Atalanta,22,2001,22.5,93,4.13,70,2,8,2,8,3,10,0.44,10,0,0,0,0,0,2023-2024
157,Mattia De Sciglio,ITA,['DF'],Juventus,30,1992,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
158,Lorenzo De Silvestri,ITA,['DF'],Bologna,35,1988,7.5,4,0.53,4,0,0,0,0,0,1,0.13,1,0,0,0,0,0,2023-2024
159,Koni De Winter,BEL,['DF'],Genoa,21,2002,26.4,24,0.91,20,1,0,2,0,1,3,0.11,1,0,0,2,0,0,2023-2024
160,Grégoire Defrel,MTQ,"['FW', 'MF']",Sassuolo,32,1991,8.4,19,2.26,16,1,0,2,0,0,2,0.24,2,0,0,0,0,0,2023-2024
161,Alessandro Deiola,ITA,['MF'],Cagliari,27,1995,17.9,28,1.57,23,1,0,3,0,1,0,0.00,0,0,0,0,0,0,2023-2024
162,Alessandro Dellavalle,ITA,['DF'],Torino,19,2004,0.2,1,6.00,1,0,0,0,0,0,1,6.00,1,0,0,0,0,0,2023-2024
163,Diego Demme,GER,['MF'],Napoli,31,1991,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
164,Leander Dendoncker,BEL,['MF'],Napoli,28,1995,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
165,Mattia Destro,ITA,"['FW', 'MF']",Empoli,32,1991,4.1,4,0.98,1,0,0,1,1,1,0,0.00,0,0,0,0,0,0,2023-2024
166,Federico Di Francesco,ITA,"['FW', 'MF']",Lecce,29,1994,0.2,1,6.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
167,Raffaele Di Gennaro,ITA,['GK'],Inter,29,1993,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
168,Michele Di Gregorio,ITA,['GK'],Monza,26,1997,31.9,11,0.34,8,2,0,0,1,0,3,0.09,1,1,0,0,1,0,2023-2024
169,Giovanni Di Lorenzo,ITA,['DF'],Napoli,29,1993,35.9,126,3.51,114,0,5,6,0,1,10,0.28,9,0,0,1,0,0,2023-2024
170,Alessandro Di Pardo,ITA,"['DF', 'MF']",Cagliari,24,1999,4.0,6,1.50,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
171,Boulaye Dia,SEN,"['FW', 'MF']",Salernitana,26,1996,12.7,26,2.05,21,0,1,3,1,0,0,0.00,0,0,0,0,0,0,2023-2024
172,Federico Dimarco,ITA,['DF'],Inter,25,1997,23.1,108,4.68,78,21,2,5,1,1,14,0.61,10,2,0,2,0,0,2023-2024
173,Tiago Djaló,POR,['DF'],Juventus,23,2000,0.2,1,5.29,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
174,Koffi Djidji,CIV,['DF'],Torino,30,1992,8.4,4,0.47,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
