player_name,player_age,player_nationality,player_position,market_value,from_club,to_club,transfer_fee,transfer_season
Ismaïl Bouneb,18,"['France', 'Algeria']",AM,€50k,Valenciennes FC U19,Le Havre AC,free transfer,24/25
André Ayew,34,"['Ghana', 'France']",CF,€1.00m,Without Club,Le Havre AC,-,24/25
Antoine Joujou,21,"['France', 'Guadeloupe']",LW,€1.50m,Le Havre AC,Parma Calcio 1913,€2.70m,24/25
Steve Ngoura,19,"['France', 'Cameroon']",CF,€800k,Le Havre AC,Cercle Brugge ,€2.30m,24/25
Christopher Operi,27,"[""Cote d'Ivoire"", 'France']",LB,€4.00m,Le Havre AC,Basaksehir FK,€1.30m,24/25
Emmanuel Sabbi,27,"['United States', 'Ghana']",RW,€2.00m,Le Havre AC,Vancouver Whitecaps FC,€1.00m,24/25
Oussama Targhalline,22,['Morocco'],DM,€3.00m,Le Havre AC,Feyenoord Rotterdam,€450k,24/25
Samuel Grandsir,28,"['France', 'Senegal']",RW,€1.20m,Le Havre AC,SM Caen,free transfer,24/25
Yoann Salmier,32,"['French Guiana', 'France']",CB,€1.20m,Le Havre AC,Clermont Foot 63,free transfer,24/25
Cheick Doumbia,19,"['Mali', 'France']",LB,€50k,Le Havre AC,Rodez AF,?,24/25
Nassim Chadli,23,"['Morocco', 'France']",RW,€600k,Le Havre AC,Wydad Casablanca,?,24/25
Mohamed Koné,22,"[""Cote d'Ivoire"", 'France']",GK,€500k,Le Havre AC,Royal Charleroi SC,?,24/25
Djamal Moussadek,22,"['Morocco', 'France']",CB,€350k,Le Havre AC,FC Versailles 78,?,24/25
André Ayew,34,"['Ghana', 'France']",CF,€1.00m,Le Havre AC,Without Club,-,24/25
Lasso Coulibaly,21,"[""Cote d'Ivoire""]",RW,€1.50m,FC Nordsjaelland,AJ Auxerre,€2.00m,24/25
Theo Bair,24,"['Canada', 'Jamaica']",CF,€1.00m,Motherwell FC,AJ Auxerre,€1.90m,24/25
Fredrik Oppegård,22,['Norway'],LB,€600k,PSV Eindhoven,AJ Auxerre,€500k,24/25
Tom Negrel,21,['France'],GK,-,LOSC Lille B,AJ Auxerre,free transfer,24/25
Gabriel Osho,25,"['Nigeria', 'England']",CB,€3.00m,Luton Town,AJ Auxerre,free transfer,24/25
Nathan Buayi-Kiala,20,"['France', 'DR Congo']",DM,€200k,Parma Calcio 1913,AJ Auxerre,?,24/25
Gauthier Hein,28,['France'],RW,€3.00m,AJ Auxerre,FC Metz,€3.00m,24/25
Rayan Raveloson,28,"['Madagascar', 'France']",CM,€2.00m,AJ Auxerre,BSC Young Boys,€1.50m,24/25
Ousmane Camara,22,['Guinea'],CF,€700k,AJ Auxerre,CD Castellón,€500k,24/25
Brayann Pereira,21,"['France', 'Congo']",CB,€700k,AJ Auxerre,NEC Nijmegen,€400k,24/25
Théo Pellenard,30,['France'],CB,€800k,AJ Auxerre,Stade Lavallois,free transfer,24/25
Sonny Laiton,24,"['Madagascar', 'France']",GK,€150k,AJ Auxerre,Without Club,-,24/25
Jim Allevinah,29,"['Gabon', 'France']",RW,€2.00m,Clermont Foot 63,Angers SCO,free transfer,24/25
Carlens Arcus,28,['Haiti'],RB,€700k,Vitesse Arnhem,Angers SCO,free transfer,24/25
Emmanuel Biumla,19,"['France', 'Cameroon']",CB,€400k,FC Girondins Bordeaux,Angers SCO,free transfer,24/25
Jacques Ekomié,20,"['Gabon', 'France']",LB,€700k,FC Girondins Bordeaux,Angers SCO,free transfer,24/25
Haris Belkebla,30,"['Algeria', 'France']",CM,€1.70m,Ohod Club,Angers SCO,free transfer,24/25
Yan Valery,25,"['Tunisia', 'France']",RB,€2.00m,Angers SCO,Sheffield Wednesday,€474k,24/25
Marin Jakolis,27,"['Croatia', 'Australia']",LW,€700k,Angers SCO,Macarthur FC,free transfer,24/25
Joseph Lopy,32,"['Senegal', 'France']",CM,€400k,Angers SCO,Pau FC,free transfer,24/25
Lucas Stassin,19,['Belgium'],CF,€3.00m,KVC Westerlo,AS Saint-Étienne,€10.00m,24/25
Zuriko Davitashvili,23,['Georgia'],LW,€3.00m,FC Girondins Bordeaux,AS Saint-Étienne,€6.00m,24/25
Augustine Boakye,23,['Ghana'],RW,€3.00m,Wolfsberger AC,AS Saint-Étienne,€3.00m,24/25
Igor Miladinovic,21,['Serbia'],AM,€3.20m,FK Cukaricki,AS Saint-Étienne,€3.00m,24/25
Pierre Cornud,27,"['France', 'Israel']",LB,€1.20m,Maccabi Haifa,AS Saint-Étienne,€1.10m,24/25
Ben Old,21,['New Zealand'],LW,€400k,Wellington Phoenix,AS Saint-Étienne,free transfer,24/25
Brice Maubleu,34,['France'],GK,€350k,Grenoble Foot 38,AS Saint-Étienne,?,24/25
Mathis Amougou,19,"['France', 'Cameroon']",CM,€5.00m,AS Saint-Étienne,Chelsea FC,€15.00m,24/25
Maxence Rivera,22,['France'],LW,€300k,AS Saint-Étienne,USL Dunkerque,free transfer,24/25
Etienne Green,24,"['England', 'France']",GK,€700k,AS Saint-Étienne,Burnley FC,free transfer,24/25
Thomas Monconduit,33,['France'],DM,€300k,AS Saint-Étienne,Amiens SC,free transfer,24/25
Dylan Chambost,26,['France'],CM,€2.00m,AS Saint-Étienne,Columbus Crew,?,24/25
Mathieu Cafaro,27,['France'],RW,€2.00m,AS Saint-Étienne,Paris FC,?,24/25
