Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,aerials_Won,aerials_Lost,aerials_Won%,Season
187,Paulo Dybala,ARG,"['FW', 'MF']",Roma,29,1993,21.8,3,0,0,12,50,5,88,3,13,0,0,0,83,7,21,25.0,2023-2024
188,Festy Ebosele,IRL,['DF'],Udinese,20,2002,18.9,6,1,1,29,45,1,45,10,20,1,3,0,74,16,18,47.1,2023-2024
189,Enzo Ebosse,CMR,['DF'],Udinese,24,1999,0.1,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,,2023-2024
190,Tyronne Ebuehi,NGA,['DF'],Empoli,27,1995,12.2,0,0,0,7,9,3,23,6,9,0,0,0,70,8,18,30.8,2023-2024
191,Éderson,BRA,['MF'],Atalanta,24,1999,31.9,8,0,0,45,34,0,17,41,49,0,0,0,188,35,25,58.3,2023-2024
192,Kingsley Ehizibue,NED,['DF'],Udinese,28,1995,10.6,4,0,0,12,21,5,17,8,14,0,0,0,44,12,13,48.0,2023-2024
193,Emmanuel Ekong,SWE,['FW'],Empoli,21,2002,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,2023-2024
194,Caleb Ekuban,GHA,['FW'],Genoa,29,1994,12.6,0,0,0,17,27,3,4,1,4,1,0,0,36,33,34,49.3,2023-2024
195,Elif Elmas,MKD,"['FW', 'MF']",Napoli,23,1999,3.8,2,0,0,7,6,1,6,2,3,0,0,0,19,1,6,14.3,2023-2024
196,Martin Erlic,CRO,['DF'],Sassuolo,25,1998,29.1,5,0,0,30,26,0,5,28,22,0,2,0,110,55,48,53.4,2023-2024
197,Giovanni Fabbian,ITA,"['MF', 'FW']",Bologna,20,2003,11.7,4,0,0,16,18,2,4,7,10,0,0,0,30,17,22,43.6,2023-2024
198,Nicolò Fagioli,ITA,['MF'],Juventus,22,2001,4.9,1,0,0,3,5,1,19,4,3,0,0,0,23,1,0,100.0,2023-2024
199,Wladimiro Falcone,ITA,['GK'],Lecce,28,1995,38.0,0,0,0,0,5,0,0,1,0,1,0,0,30,5,0,100.0,2023-2024
200,Davide Faraoni,ITA,['DF'],Hellas Verona,31,1991,6.7,5,0,0,11,9,0,19,6,10,0,0,0,38,9,7,56.3,2023-2024
201,Davide Faraoni,ITA,['DF'],Fiorentina,31,1991,4.4,0,0,0,3,6,0,17,5,4,0,1,0,10,4,7,36.4,2023-2024
202,Federico Fazio,ARG,['DF'],Salernitana,36,1987,15.1,3,1,0,9,9,0,0,17,11,0,1,0,54,50,21,70.4,2023-2024
