Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Season
Rodrigo Gomes,POR,"['DF', 'FW']",Wolves,21,2003,25,7,810,9.0,2,0,2,2,0,0,0,0,0.7,0.7,0.9,1.6,23,27,81,2024-2025
Toti Gomes,POR,['DF'],Wolves,25,1999,31,30,"2,614",29.0,0,1,1,0,0,0,7,0,0.7,0.7,0.9,1.7,27,86,18,2024-2025
Diego Gómez,PAR,['MF'],Brighton,21,2003,16,4,516,5.7,1,0,1,1,0,0,0,0,0.9,0.9,0.7,1.6,8,27,23,2024-2025
Joe Gomez,ENG,['DF'],Liverpool,27,1997,9,6,519,5.8,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,5,35,2,2024-2025
Nicolás González,ESP,['MF'],Manchester City,22,2002,11,9,760,8.4,1,0,1,1,0,0,3,0,0.5,0.5,0.1,0.5,9,50,11,2024-2025
Anthony Gordon,ENG,"['FW', 'MF']",Newcastle Utd,23,2001,34,28,"2,434",27.0,6,5,11,5,1,2,2,0,8.0,6.5,5.0,11.4,121,98,214,2024-2025
Ryan Gravenberch,NED,['MF'],Liverpool,22,2002,37,37,"3,160",35.1,0,4,4,0,0,0,6,1,1.1,1.1,3.1,4.2,70,181,55,2024-2025
Archie Gray,ENG,"['DF', 'MF']",Tottenham,18,2006,28,19,"1,751",19.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,7,40,17,2024-2025
Jack Grealish,ENG,"['FW', 'MF']",Manchester City,28,1995,20,7,721,8.0,1,1,2,1,0,0,3,0,1.1,1.1,1.8,3.0,69,52,118,2024-2025
Jacob Greaves,ENG,['DF'],Ipswich Town,23,2000,25,25,"2,205",24.5,1,0,1,1,0,0,5,0,1.3,1.3,0.3,1.6,11,69,11,2024-2025
Brajan Gruda,GER,"['MF', 'FW']",Brighton,20,2004,21,8,687,7.6,1,4,5,1,0,0,0,0,1.2,1.2,2.1,3.3,22,26,57,2024-2025
Albert Grønbaek,DEN,"['FW', 'MF']",Southampton,23,2001,4,2,143,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,3,2024-2025
Gonçalo Guedes,POR,"['MF', 'FW']",Wolves,27,1996,29,10,995,11.1,2,4,6,2,0,0,1,0,3.2,3.2,1.3,4.5,41,40,79,2024-2025
Marc Guéhi,ENG,['DF'],Crystal Palace,24,2000,34,34,"3,059",34.0,3,2,5,3,0,0,9,1,2.0,2.0,1.8,3.7,22,134,10,2024-2025
Luis Guilherme,BRA,"['MF', 'FW']",West Ham,18,2006,12,1,150,1.7,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,4,5,16,2024-2025
Bruno Guimarães,BRA,['MF'],Newcastle Utd,26,1997,38,38,"3,271",36.3,5,6,11,5,0,0,7,0,4.3,4.3,6.1,10.4,64,271,96,2024-2025
Marc Guiu,ESP,['FW'],Chelsea,18,2006,3,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,2024-2025
İlkay Gündoğan,GER,['MF'],Manchester City,33,1990,33,25,"2,223",24.7,1,6,7,1,0,0,1,0,3.2,3.2,3.5,6.7,64,127,96,2024-2025
Malo Gusto,FRA,['DF'],Chelsea,21,2003,32,19,"1,862",20.7,0,1,1,0,0,0,4,0,1.7,1.7,1.4,3.1,50,119,85,2024-2025
Joško Gvardiol,CRO,['DF'],Manchester City,22,2002,37,36,"3,277",36.4,5,0,5,5,0,0,2,0,4.6,4.3,2.1,6.3,91,264,121,2024-2025
Erling Haaland,NOR,['FW'],Manchester City,24,2000,31,31,"2,736",30.4,22,3,25,19,3,4,2,0,22.0,18.8,3.0,21.8,24,20,124,2024-2025
Lewis Hall,ENG,['DF'],Newcastle Utd,19,2004,27,24,"2,189",24.3,0,4,4,0,0,0,3,0,0.4,0.4,4.3,4.7,41,123,80,2024-2025
Ali Al Hamadi,IRQ,['FW'],Ipswich Town,22,2002,11,0,134,1.5,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.4,4,3,14,2024-2025
Marcus Harness,ENG,['MF'],Ipswich Town,28,1996,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,2024-2025
Jack Harrison,ENG,['FW'],Everton,27,1996,34,24,"2,076",23.1,1,0,1,1,0,0,0,0,3.5,3.5,3.7,7.2,73,51,127,2024-2025
Taylor Harwood-Bellis,ENG,['DF'],Southampton,22,2002,34,32,"2,825",31.4,1,0,1,1,0,0,9,0,1.8,1.8,1.0,2.8,29,125,9,2024-2025
Kai Havertz,GER,"['FW', 'MF']",Arsenal,25,1999,23,21,"1,875",20.8,9,3,12,9,0,0,5,0,9.5,9.5,2.4,12.0,35,61,113,2024-2025
Ayden Heaven,ENG,['DF'],Manchester Utd,17,2006,4,2,170,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,1,7,1,2024-2025
Jan Paul van Hecke,NED,['DF'],Brighton,24,2000,34,33,"2,958",32.9,1,1,2,1,0,0,8,1,1.3,1.3,1.5,2.8,55,228,5,2024-2025
Hwang Hee-chan,KOR,"['MF', 'FW']",Wolves,28,1996,21,5,661,7.3,2,0,2,2,0,0,0,0,0.8,0.8,0.1,0.9,15,12,42,2024-2025
Dean Henderson,ENG,['GK'],Crystal Palace,27,1997,38,38,"3,420",38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,0,0,0,2024-2025
Rico Henry,ENG,['DF'],Brentford,27,1997,5,0,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,5,2024-2025
Mads Hermansen,DEN,['GK'],Leicester City,24,2000,27,27,"2,385",26.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,2024-2025
Son Heung-min,KOR,['FW'],Tottenham,32,1992,30,24,"2,110",23.4,7,9,16,6,1,2,1,0,7.2,5.7,8.2,13.9,96,111,265,2024-2025
James Hill,ENG,['DF'],Bournemouth,22,2002,10,6,448,5.0,0,1,1,0,0,0,1,0,0.3,0.3,0.3,0.6,3,16,8,2024-2025
Jack Hinshelwood,ENG,"['MF', 'DF']",Brighton,19,2005,26,22,"1,842",20.5,5,2,7,5,0,0,5,0,2.7,2.7,1.5,4.2,19,68,54,2024-2025
George Hirst,SCO,['FW'],Ipswich Town,25,1999,26,5,661,7.3,3,1,4,3,0,0,3,0,2.1,2.1,0.3,2.5,9,13,31,2024-2025
Mason Holgate,JAM,"['FW', 'DF']",Everton,27,1996,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2024-2025
Harry Howell,ENG,['FW'],Brighton,15,2008,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,2024-2025
Callum Hudson-Odoi,ENG,"['FW', 'MF']",Nott'ham Forest,23,2000,31,25,"2,194",24.4,5,2,7,5,0,0,2,0,2.5,2.5,2.7,5.2,130,71,189,2024-2025
Will Hughes,ENG,['MF'],Crystal Palace,29,1995,33,24,"2,108",23.4,0,3,3,0,0,0,11,0,1.1,1.1,3.1,4.2,20,87,27,2024-2025
Dean Huijsen,ESP,['DF'],Bournemouth,19,2005,32,26,"2,427",27.0,3,2,5,3,0,0,10,0,1.9,1.9,2.0,3.9,41,132,10,2024-2025
Omari Hutchinson,ENG,"['MF', 'FW']",Ipswich Town,20,2003,31,30,"2,583",28.7,3,2,5,3,0,0,5,0,2.9,2.9,3.5,6.4,97,75,159,2024-2025
Rasmus Højlund,DEN,['FW'],Manchester Utd,21,2003,32,23,"2,004",22.3,4,0,4,4,0,0,2,0,5.3,5.3,1.8,7.1,28,18,101,2024-2025
Igor,BRA,['DF'],Brighton,26,1998,13,10,961,10.7,0,0,0,0,0,0,4,0,0.0,0.0,0.2,0.2,9,49,1,2024-2025
Danny Ings,ENG,"['FW', 'MF']",West Ham,32,1992,15,1,284,3.2,1,2,3,1,0,0,0,0,2.3,2.3,1.3,3.5,6,5,29,2024-2025
Tim Iroegbunam,ENG,['MF'],Everton,21,2003,18,5,574,6.4,0,1,1,0,0,0,4,0,0.2,0.2,0.2,0.4,8,15,9,2024-2025
Andy Irving,SCO,['MF'],West Ham,24,2000,10,1,166,1.8,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.4,0,9,4,2024-2025
Alexander Isak,SWE,['FW'],Newcastle Utd,24,1999,34,34,"2,756",30.6,23,6,29,19,4,4,1,0,20.3,17.2,4.3,21.6,83,88,217,2024-2025
Alex Iwobi,NGA,"['FW', 'MF']",Fulham,28,1996,38,35,"2,981",33.1,9,6,15,9,0,0,1,0,4.7,4.7,7.0,11.8,144,213,246,2024-2025
Nicolas Jackson,SEN,['FW'],Chelsea,23,2001,30,28,"2,220",24.7,10,5,15,10,0,0,7,1,12.3,12.3,4.3,16.6,47,38,129,2024-2025
Reece James,ENG,"['DF', 'MF']",Chelsea,24,1999,19,12,"1,063",11.8,1,1,2,1,0,0,1,0,0.4,0.4,0.7,1.1,7,64,12,2024-2025
Vitaly Janelt,GER,['MF'],Brentford,26,1998,32,27,"2,254",25.0,1,3,4,1,0,0,3,0,0.8,0.8,2.2,3.0,17,80,38,2024-2025
Vitezslav Jaros,CZE,['GK'],Liverpool,23,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2024-2025
Daniel Jebbison,CAN,['FW'],Bournemouth,20,2003,16,0,119,1.3,1,0,1,1,0,0,1,0,1.0,1.0,0.2,1.2,4,3,16,2024-2025
Mathias Jensen,DEN,['MF'],Brentford,28,1996,24,8,862,9.6,0,2,2,0,0,0,2,0,0.2,0.2,1.7,1.9,6,61,27,2024-2025
Gabriel Jesus,BRA,['FW'],Arsenal,27,1997,17,6,608,6.8,3,0,3,3,0,0,4,0,3.0,3.0,0.7,3.7,15,19,57,2024-2025
Raúl Jiménez,MEX,['FW'],Fulham,33,1991,38,30,"2,494",27.7,12,3,15,9,3,3,4,0,12.0,9.6,3.3,12.9,35,62,125,2024-2025
Kim Jisoo,KOR,['DF'],Brentford,19,2004,3,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,2024-2025
João Pedro,BRA,"['FW', 'MF']",Brighton,22,2001,27,23,"1,948",21.6,10,6,16,5,5,5,4,1,8.9,5.0,5.0,10.0,66,78,128,2024-2025
Joelinton,BRA,"['MF', 'FW']",Newcastle Utd,27,1996,29,29,"2,393",26.6,4,3,7,4,0,0,10,0,3.9,3.9,2.5,6.4,40,116,110,2024-2025
Ben Johnson,ENG,"['DF', 'FW']",Ipswich Town,24,2000,23,14,"1,354",15.0,1,2,3,1,0,0,5,1,1.1,1.1,1.3,2.3,16,27,33,2024-2025
Brennan Johnson,WAL,['FW'],Tottenham,23,2001,33,24,"2,177",24.2,11,3,14,11,0,0,5,0,10.4,10.4,2.3,12.7,60,71,197,2024-2025
Sam Johnstone,ENG,['GK'],Wolves,31,1993,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2024-2025
Curtis Jones,ENG,"['MF', 'DF']",Liverpool,23,2001,33,19,"1,712",19.0,3,3,6,3,0,0,3,1,4.3,4.3,1.1,5.4,30,117,79,2024-2025
Jorginho,ITA,['MF'],Arsenal,32,1991,15,9,704,7.8,0,0,0,0,0,0,5,0,0.1,0.1,0.4,0.5,12,48,6,2024-2025
Diogo Jota,POR,['FW'],Liverpool,27,1996,26,14,"1,196",13.3,6,3,9,6,0,0,2,0,7.9,7.9,1.8,9.8,37,34,88,2024-2025
James Justin,ENG,['DF'],Leicester City,26,1998,36,34,"2,912",32.4,2,2,4,2,0,0,6,0,1.5,1.5,0.8,2.3,39,91,96,2024-2025
Filip Jørgensen,DEN,['GK'],Chelsea,22,2002,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2024-2025
Ferdi Kadioglu,TUR,"['DF', 'MF']",Brighton,24,1999,6,5,385,4.3,1,0,1,1,0,0,1,0,0.4,0.4,0.2,0.6,1,15,27,2024-2025
Daichi Kamada,JPN,['MF'],Crystal Palace,27,1996,34,15,"1,564",17.4,0,0,0,0,0,0,4,1,1.1,1.1,1.9,3.0,25,89,56,2024-2025
Boubacar Kamara,FRA,['MF'],Aston Villa,24,1999,26,20,"1,726",19.2,1,0,1,1,0,0,2,0,0.8,0.8,0.9,1.7,19,85,7,2024-2025
Joachim Kayi Sanda,FRA,['DF'],Southampton,17,2006,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,2024-2025
Michael Kayode,ITA,['DF'],Brentford,20,2004,12,6,528,5.9,0,1,1,0,0,0,2,0,0.2,0.2,1.2,1.5,12,12,24,2024-2025
Michael Keane,ENG,['DF'],Everton,31,1993,14,11,"1,049",11.7,3,0,3,3,0,0,5,0,0.6,0.6,0.1,0.7,1,14,3,2024-2025
Caoimhín Kelleher,IRL,['GK'],Liverpool,25,1998,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2024-2025
Lloyd Kelly,ENG,['DF'],Newcastle Utd,25,1998,10,4,303,3.4,0,1,1,0,0,0,2,0,0.4,0.4,0.5,0.9,0,9,5,2024-2025
Milos Kerkez,HUN,['DF'],Bournemouth,20,2003,38,38,"3,336",37.1,2,5,7,2,0,0,4,0,0.6,0.5,3.9,4.4,106,159,197,2024-2025
Bilal El Khannouss,MAR,"['MF', 'FW']",Leicester City,20,2004,32,27,"2,182",24.2,2,3,5,2,0,0,4,0,1.3,1.3,4.6,5.8,73,128,89,2024-2025
Abdukodir Khusanov,UZB,['DF'],Manchester City,20,2004,6,6,503,5.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,25,2,2024-2025
Max Kilman,ENG,['DF'],West Ham,27,1997,38,38,"3,348",37.2,0,1,1,0,0,0,5,0,1.6,1.6,1.2,2.8,31,113,6,2024-2025
Joshua King,ENG,['MF'],Fulham,17,2007,8,1,130,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,3,9,16,2024-2025
Tom King,WAL,['GK'],Wolves,29,1995,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2024-2025
Antonín Kinský,CZE,['GK'],Tottenham,21,2003,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,0,2024-2025
Jakub Kiwior,POL,['DF'],Arsenal,24,2000,17,10,"1,122",12.5,1,0,1,1,0,0,1,0,0.2,0.2,0.3,0.5,5,48,1,2024-2025
Justin Kluivert,NED,['MF'],Bournemouth,25,1999,34,29,"2,340",26.0,12,6,18,6,6,6,8,0,10.3,5.6,4.8,10.5,81,105,173,2024-2025
Ibrahima Konaté,FRA,['DF'],Liverpool,25,1999,31,30,"2,560",28.4,1,2,3,1,0,0,5,0,1.7,1.7,1.0,2.7,25,115,3,2024-2025
Ezri Konsa,ENG,['DF'],Aston Villa,26,1997,34,33,"2,936",32.6,2,0,2,2,0,0,1,0,1.3,1.3,0.4,1.7,24,90,11,2024-2025
Mateo Kovačić,CRO,['MF'],Manchester City,30,1994,31,25,"2,198",24.4,6,2,8,6,0,0,5,1,1.9,1.9,3.6,5.5,56,164,16,2024-2025
Caleb Kporha,ENG,['DF'],Crystal Palace,18,2006,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,2024-2025
Emil Krafth,SWE,['DF'],Newcastle Utd,29,1994,12,2,342,3.8,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,5,8,3,2024-2025
Mohammed Kudus,GHA,"['FW', 'MF']",West Ham,23,2000,32,31,"2,590",28.8,5,3,8,5,0,0,2,1,6.9,6.9,3.1,10.0,98,79,216,2024-2025
Dejan Kulusevski,SWE,"['MF', 'FW']",Tottenham,24,2000,32,27,"2,389",26.5,7,4,11,7,0,0,3,0,4.2,4.2,6.2,10.4,120,124,210,2024-2025
Maxence Lacroix,FRA,['DF'],Crystal Palace,24,2000,35,35,"3,116",34.6,1,1,2,1,0,0,5,0,3.4,3.4,1.0,4.4,8,65,7,2024-2025
Adam Lallana,ENG,['MF'],Southampton,36,1988,14,5,361,4.0,0,2,2,0,0,0,4,0,0.2,0.2,0.9,1.1,6,24,10,2024-2025
Tariq Lamptey,GHA,['DF'],Brighton,23,2000,15,10,860,9.6,2,2,4,2,0,0,0,0,0.4,0.4,0.8,1.2,32,14,45,2024-2025
Will Lankshear,ENG,"['FW', 'MF']",Tottenham,19,2005,3,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,2024-2025
Roméo Lavia,BEL,['MF'],Chelsea,20,2004,16,11,797,8.9,0,1,1,0,0,0,4,0,0.3,0.3,0.7,1.0,3,31,7,2024-2025
Mario Lemina,GAB,"['MF', 'DF']",Wolves,30,1993,17,15,"1,364",15.2,1,3,4,1,0,0,4,0,1.4,1.4,1.1,2.5,8,48,21,2024-2025
Bernd Leno,GER,['GK'],Fulham,32,1992,38,38,"3,420",38.0,0,1,1,0,0,0,5,0,0.0,0.0,0.1,0.1,0,0,0,2024-2025
Jefferson Lerma,COL,"['MF', 'DF']",Crystal Palace,29,1994,33,26,"2,274",25.3,0,1,1,0,0,0,9,0,1.1,1.1,1.6,2.7,13,97,26,2024-2025
Rico Lewis,ENG,"['DF', 'MF']",Manchester City,19,2004,28,21,"1,893",21.0,1,2,3,1,0,0,5,1,1.4,1.4,0.3,1.7,39,107,78,2024-2025
Keane Lewis-Potter,ENG,"['DF', 'FW']",Brentford,23,2001,38,36,"3,093",34.4,1,3,4,1,0,0,7,0,3.1,3.1,3.2,6.3,98,98,156,2024-2025
Myles Lewis-Skelly,ENG,['DF'],Arsenal,17,2006,23,15,"1,369",15.2,1,0,1,1,0,0,3,2,0.2,0.2,0.4,0.6,37,71,37,2024-2025
Matthijs de Ligt,NED,['DF'],Manchester Utd,24,1999,29,25,"2,123",23.6,2,0,2,2,0,0,3,0,2.5,2.5,0.3,2.8,7,55,6,2024-2025
Pedro Lima,BRA,['DF'],Wolves,18,2006,3,1,70,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,4,4,11,2024-2025
Victor Lindelöf,SWE,['DF'],Manchester Utd,30,1994,16,6,704,7.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,26,4,2024-2025
Jesper Lindstrøm,DEN,['FW'],Everton,24,2000,25,15,"1,239",13.8,0,1,1,0,0,0,2,0,2.1,2.1,2.0,4.1,30,25,81,2024-2025
Valentino Livramento,ENG,['DF'],Newcastle Utd,21,2002,37,32,"2,840",31.6,0,1,1,0,0,0,1,0,0.3,0.3,2.6,2.9,83,158,119,2024-2025
Sean Longstaff,ENG,['MF'],Newcastle Utd,26,1997,25,8,798,8.9,0,0,0,0,0,0,2,0,0.6,0.6,0.2,0.8,4,40,22,2024-2025
Saša Lukić,SRB,['MF'],Fulham,27,1996,30,28,"2,344",26.0,0,2,2,0,0,0,12,0,1.2,1.2,2.7,3.9,39,98,33,2024-2025
Joe Lumley,ENG,['GK'],Southampton,29,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2024-2025
Massimo Luongo,AUS,['MF'],Ipswich Town,31,1992,11,2,201,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,1,2024-2025
Ian Maatsen,NED,['DF'],Aston Villa,22,2002,29,10,"1,139",12.7,1,2,3,1,0,0,2,0,0.9,0.9,2.7,3.6,31,50,104,2024-2025
Alexis Mac Allister,ARG,['MF'],Liverpool,25,1998,35,30,"2,599",28.9,5,5,10,5,0,0,6,0,2.8,2.8,4.7,7.5,36,177,80,2024-2025
James Maddison,ENG,['MF'],Tottenham,27,1996,31,21,"1,809",20.1,9,7,16,9,0,0,6,0,5.8,5.8,4.2,10.0,45,164,95,2024-2025
Noni Madueke,ENG,['FW'],Chelsea,22,2002,32,27,"2,033",22.6,7,3,10,7,0,0,3,0,9.6,9.6,4.2,13.9,154,69,226,2024-2025
Gabriel Magalhães,BRA,['DF'],Arsenal,26,1997,28,28,"2,363",26.3,3,1,4,3,0,0,4,0,2.6,2.6,0.9,3.5,10,126,11,2024-2025
Edmond-Paris Maghoma,ENG,"['MF', 'FW']",Brentford,23,2001,8,0,119,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,13,4,2024-2025
Harry Maguire,ENG,['DF'],Manchester Utd,31,1993,27,19,"1,758",19.5,1,0,1,1,0,0,7,0,1.8,1.8,0.6,2.4,7,51,7,2024-2025
Kobbie Mainoo,ENG,['MF'],Manchester Utd,19,2005,25,19,"1,651",18.3,0,0,0,0,0,0,5,0,0.7,0.7,1.6,2.3,22,65,47,2024-2025
Tyrell Malacia,NED,['DF'],Manchester Utd,24,1999,3,2,100,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3,6,2024-2025
Donyell Malen,NED,['FW'],Aston Villa,25,1999,14,2,305,3.4,3,0,3,3,0,0,0,0,2.2,2.2,0.2,2.4,12,6,30,2024-2025
Mateus Mane,POR,['MF'],Wolves,16,2007,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2024-2025
