Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Sh,GCA_Fld,GCA_Def,Season
35,Harrison Armstrong,ENG,['MF'],Everton,17,2007,0.5,1,1.87,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
36,Kepa Arrizabalaga,ESP,['GK'],Bournemouth,29,1994,31.0,4,0.13,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
37,Marco Asensio,ESP,['MF'],Aston Villa,28,1996,8.3,35,4.24,22,7,1,1,3,1,3,0.36,2,0,0,1,0,0,2024-2025
38,Brandon Austin,ENG,['GK'],Tottenham,25,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
39,Taiwo Awoniyi,NGA,['FW'],Nott'ham Forest,26,1997,4.6,9,1.95,5,0,1,2,1,0,1,0.22,0,0,0,1,0,0,2024-2025
40,Yasin Ayari,SWE,['MF'],Brighton,20,2003,21.8,61,2.79,36,13,3,3,4,2,6,0.27,4,2,0,0,0,0,2024-2025
41,Jordan Ayew,GHA,"['FW', 'MF']",Crystal Palace,32,1991,0.2,1,4.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
42,Jordan Ayew,GHA,"['FW', 'MF']",Leicester City,32,1991,18.2,41,2.25,24,8,3,4,1,1,2,0.11,1,0,0,1,0,0,2024-2025
43,Benoît Badiashile,FRA,['DF'],Chelsea,23,2001,3.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
44,Leon Bailey,JAM,"['FW', 'MF']",Aston Villa,26,1997,12.7,38,3.01,23,1,8,3,3,0,4,0.32,4,0,0,0,0,0,2024-2025
45,Carlos Baleba,CMR,['MF'],Brighton,20,2004,29.6,66,2.23,55,0,2,5,1,3,4,0.14,2,0,0,0,1,1,2024-2025
46,Ross Barkley,ENG,['MF'],Aston Villa,30,1993,6.5,18,2.78,15,1,2,0,0,0,3,0.46,3,0,0,0,0,0,2024-2025
47,Harvey Barnes,ENG,['FW'],Newcastle Utd,26,1997,19.5,64,3.27,44,1,7,6,6,0,9,0.46,6,0,1,1,1,0,2024-2025
48,Calvin Bassey,NGA,['DF'],Fulham,24,1999,34.2,23,0.67,19,1,2,0,0,1,3,0.09,2,0,0,0,0,1,2024-2025
49,Altay Bayındır,TUR,['GK'],Manchester Utd,26,1998,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
50,Jan Bednarek,POL,['DF'],Southampton,28,1996,28.1,16,0.57,15,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2024-2025
51,Armel Bella Kotchap,GER,['DF'],Southampton,22,2001,3.7,2,0.54,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,2024-2025
52,Jean-Ricner Bellegarde,HAI,"['MF', 'FW']",Wolves,26,1998,18.6,57,3.06,35,5,4,4,7,2,11,0.59,8,1,0,0,1,1,2024-2025
53,Rodrigo Bentancur,URU,['MF'],Tottenham,27,1997,18.3,45,2.46,36,0,1,5,1,2,3,0.16,3,0,0,0,0,0,2024-2025
54,Daniel Bentley,ENG,['GK'],Wolves,31,1993,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
55,Sander Berge,NOR,['MF'],Fulham,26,1998,24.7,48,1.94,43,1,1,1,0,2,2,0.08,2,0,0,0,0,0,2024-2025
56,Lucas Bergvall,SWE,['MF'],Tottenham,18,2006,13.5,22,1.63,16,4,0,2,0,0,4,0.30,3,0,0,1,0,0,2024-2025
57,Victor Bernth Kristiansen,DEN,['DF'],Leicester City,21,2002,27.6,42,1.52,33,6,1,0,2,0,3,0.11,3,0,0,0,0,0,2024-2025
58,Beto,GNB,['FW'],Everton,26,1998,17.0,26,1.52,16,0,3,3,4,0,1,0.06,1,0,0,0,0,0,2024-2025
59,Philip Billing,DEN,['MF'],Bournemouth,28,1996,2.0,16,7.83,13,0,0,1,0,2,0,0.00,0,0,0,0,0,0,2024-2025
60,Yves Bissouma,MLI,['MF'],Tottenham,27,1996,15.6,16,1.02,15,0,0,0,0,1,0,0.00,0,0,0,0,0,0,2024-2025
61,Oscar Bobb,NOR,['FW'],Manchester City,21,2003,0.2,2,11.25,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
62,Lamare Bogarde,NED,"['DF', 'MF']",Aston Villa,20,2004,5.3,10,1.89,8,1,0,0,0,1,1,0.19,1,0,0,0,0,0,2024-2025
63,Willy Boly,CIV,['DF'],Nott'ham Forest,33,1991,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
64,Sven Botman,NED,['DF'],Newcastle Utd,24,2000,4.6,4,0.87,1,0,0,3,0,0,0,0.00,0,0,0,0,0,0,2024-2025
65,Jarrod Bowen,ENG,"['FW', 'MF']",West Ham,27,1996,33.0,113,3.42,70,13,6,13,9,2,15,0.45,11,2,1,1,0,0,2024-2025
66,Conor Bradley,NIR,['DF'],Liverpool,21,2003,8.4,19,2.27,13,0,5,0,1,0,4,0.48,3,0,1,0,0,0,2024-2025
67,Jarrad Branthwaite,ENG,['DF'],Everton,22,2002,27.9,13,0.47,11,1,0,0,1,0,2,0.07,1,1,0,0,0,0,2024-2025
68,James Bree,ENG,['DF'],Southampton,26,1997,11.9,16,1.34,13,2,0,1,0,0,1,0.08,1,0,0,0,0,0,2024-2025
69,Ben Brereton,CHI,['FW'],Southampton,25,1999,5.0,9,1.80,7,0,0,0,2,0,0,0.00,0,0,0,0,0,0,2024-2025
70,Nathan Broadhead,WAL,"['MF', 'FW']",Ipswich Town,26,1998,7.8,22,2.82,15,0,6,1,0,0,2,0.26,1,0,1,0,0,0,2024-2025
71,Armando Broja,ALB,['FW'],Everton,22,2001,3.7,7,1.89,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
72,David Brooks,WAL,"['FW', 'MF']",Bournemouth,27,1997,10.7,46,4.31,36,6,2,2,0,0,2,0.19,1,0,0,1,0,0,2024-2025
73,Emi Buendía,ARG,"['MF', 'FW']",Aston Villa,27,1996,1.1,3,2.76,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2024-2025
74,Santiago Bueno,URU,['DF'],Wolves,25,1998,18.7,12,0.64,10,1,0,0,0,1,4,0.21,3,0,0,0,0,1,2024-2025
75,Facundo Buonanotte,ARG,"['FW', 'MF']",Leicester City,19,2004,16.9,51,3.01,27,11,9,1,3,0,5,0.30,1,2,2,0,0,0,2024-2025
76,Cameron Burgess,AUS,['DF'],Ipswich Town,28,1995,17.1,14,0.82,14,0,0,0,0,0,3,0.18,3,0,0,0,0,0,2024-2025
77,Dan Burn,ENG,['DF'],Newcastle Utd,32,1992,37.0,27,0.73,21,1,0,4,1,0,4,0.11,3,1,0,0,0,0,2024-2025
78,Wes Burns,WAL,"['FW', 'DF']",Ipswich Town,29,1994,10.3,16,1.55,12,0,1,1,2,0,1,0.10,1,0,0,0,0,0,2024-2025
79,Nathan Butler-Oyedeji,ENG,['FW'],Arsenal,21,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
80,Moisés Caicedo,ECU,"['MF', 'DF']",Chelsea,22,2001,37.2,98,2.63,86,0,2,0,3,7,9,0.24,6,0,0,0,2,1,2024-2025
81,Tom Cairney,SCO,['MF'],Fulham,33,1991,7.0,33,4.71,28,2,0,2,1,0,3,0.43,3,0,0,0,0,0,2024-2025
82,Jens Cajuste,SWE,['MF'],Ipswich Town,24,1999,21.8,36,1.65,28,2,4,0,1,1,2,0.09,1,0,1,0,0,0,2024-2025
83,Riccardo Calafiori,ITA,['DF'],Arsenal,22,2002,10.9,13,1.19,11,0,1,1,0,0,2,0.18,2,0,0,0,0,0,2024-2025
84,Dominic Calvert-Lewin,ENG,['FW'],Everton,27,1997,17.9,26,1.46,14,0,4,3,3,2,4,0.22,1,0,2,0,1,0,2024-2025
85,Diego Carlos,BRA,['DF'],Aston Villa,31,1993,9.2,4,0.43,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2024-2025
86,Fabio Carvalho,POR,"['FW', 'MF']",Brentford,21,2002,5.1,10,1.97,7,0,1,2,0,0,1,0.20,1,0,0,0,0,0,2024-2025
87,Casemiro,BRA,['MF'],Manchester Utd,32,1992,16.6,53,3.19,49,1,0,3,0,0,4,0.24,4,0,0,0,0,0,2024-2025
88,Kaelan Casey,ENG,['DF'],West Ham,19,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
89,Matty Cash,POL,['DF'],Aston Villa,26,1997,23.0,25,1.09,22,1,1,0,0,1,4,0.17,3,0,0,0,0,1,2024-2025
90,Eiran Cashin,IRL,['DF'],Brighton,22,2001,0.2,1,4.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
91,Timothy Castagne,BEL,['DF'],Fulham,28,1995,18.3,25,1.36,21,0,1,2,1,0,3,0.16,2,0,0,1,0,0,2024-2025
92,Trevoh Chalobah,ENG,['DF'],Crystal Palace,25,1999,11.8,11,0.93,10,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
93,Trevoh Chalobah,ENG,['DF'],Chelsea,25,1999,10.1,13,1.29,10,0,0,2,0,1,3,0.30,1,0,0,1,0,1,2024-2025
94,Conor Chaplin,ENG,"['MF', 'FW']",Ipswich Town,27,1997,9.5,22,2.32,19,3,0,0,0,0,1,0.11,1,0,0,0,0,0,2024-2025
95,Youssef Chermiti,POR,"['FW', 'MF']",Everton,20,2004,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
96,Federico Chiesa,ITA,['FW'],Liverpool,26,1997,1.2,6,5.00,6,0,0,0,0,0,1,0.83,1,0,0,0,0,0,2024-2025
97,Ben Chilwell,ENG,['DF'],Crystal Palace,27,1996,2.9,8,2.77,6,1,0,1,0,0,0,0.00,0,0,0,0,0,0,2024-2025
98,Chiquinho,POR,['MF'],Wolves,24,2000,0.1,2,25.71,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
99,Hamza Choudhury,BAN,"['MF', 'DF']",Leicester City,26,1997,1.5,3,2.05,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
100,Ryan Christie,SCO,['MF'],Bournemouth,29,1995,23.5,85,3.62,72,7,0,3,2,1,9,0.38,8,1,0,0,0,0,2024-2025
101,Harry Clarke,ENG,['DF'],Ipswich Town,23,2001,4.2,1,0.24,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
102,Jack Clarke,ENG,"['FW', 'MF']",Ipswich Town,23,2000,13.1,50,3.81,42,2,3,0,0,3,5,0.38,4,1,0,0,0,0,2024-2025
103,Nathaniel Clyne,ENG,"['DF', 'MF']",Crystal Palace,33,1991,5.4,3,0.56,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
104,Conor Coady,ENG,['DF'],Leicester City,31,1993,19.0,6,0.32,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
105,Séamus Coleman,IRL,['DF'],Everton,35,1988,2.4,2,0.84,1,0,1,0,0,0,1,0.42,1,0,0,0,0,0,2024-2025
106,Nathan Collins,IRL,['DF'],Brentford,23,2001,38.0,30,0.79,22,2,1,3,2,0,8,0.21,4,1,0,1,2,0,2024-2025
107,Toby Collyer,ENG,['MF'],Manchester Utd,20,2004,2.0,5,2.50,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2024-2025
108,Levi Colwill,ENG,['DF'],Chelsea,21,2003,35.0,38,1.09,34,2,0,1,0,1,3,0.09,2,0,0,0,0,1,2024-2025
109,Lewis Cook,ENG,"['MF', 'DF']",Bournemouth,27,1997,33.1,89,2.69,69,18,0,2,0,0,5,0.15,2,1,0,2,0,0,2024-2025
110,Maxwel Cornet,CIV,['FW'],Southampton,27,1996,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
111,Vladimír Coufal,CZE,['DF'],West Ham,31,1992,11.9,18,1.52,14,4,0,0,0,0,1,0.08,0,1,0,0,0,0,2024-2025
112,Woyo Coulibaly,MLI,['DF'],Leicester City,25,1999,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
113,Aaron Cresswell,ENG,['DF'],West Ham,34,1989,9.2,15,1.64,7,8,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
114,Marc Cucurella,ESP,['DF'],Chelsea,26,1998,33.2,51,1.54,44,4,0,2,1,0,5,0.15,4,1,0,0,0,0,2024-2025
115,Jorge Cuenca,ESP,['DF'],Fulham,24,1999,3.9,1,0.26,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
116,Matheus Cunha,BRA,"['MF', 'FW']",Wolves,25,1999,28.9,132,4.57,75,14,19,9,12,3,16,0.55,10,0,4,0,1,1,2024-2025
117,Patson Daka,ZAM,"['FW', 'MF']",Leicester City,25,1998,8.2,10,1.23,7,0,2,1,0,0,1,0.12,0,0,1,0,0,0,2024-2025
118,Diogo Dalot,POR,['DF'],Manchester Utd,25,1999,31.3,74,2.37,57,5,7,4,0,1,5,0.16,3,0,1,1,0,0,2024-2025
119,Mikkel Damsgaard,DEN,"['MF', 'FW']",Brentford,24,2000,32.3,120,3.71,92,14,6,2,1,5,21,0.65,15,3,1,0,1,1,2024-2025
120,Danilo,BRA,"['MF', 'FW']",Nott'ham Forest,23,2001,3.1,7,2.31,7,0,0,0,0,0,2,0.66,2,0,0,0,0,0,2024-2025
121,Jayden Danns,ENG,['MF'],Liverpool,18,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
122,Kevin Danso,AUT,['DF'],Tottenham,25,1998,9.4,9,0.96,8,0,0,1,0,0,2,0.21,2,0,0,0,0,0,2024-2025
123,Ben Davies,WAL,['DF'],Tottenham,31,1993,14.8,8,0.54,7,0,0,0,0,1,0,0.00,0,0,0,0,0,0,2024-2025
124,Leif Davis,ENG,['DF'],Ipswich Town,24,2000,30.5,93,3.05,46,39,3,3,1,1,4,0.13,3,0,1,0,0,0,2024-2025
125,Craig Dawson,ENG,['DF'],Wolves,34,1990,10.8,7,0.65,6,0,0,1,0,0,2,0.19,1,0,0,1,0,0,2024-2025
126,Kevin De Bruyne,BEL,"['MF', 'FW']",Manchester City,33,1991,18.9,113,5.97,73,26,3,6,3,2,11,0.58,9,1,0,1,0,0,2024-2025
127,Bobby De Cordova-Reid,JAM,['FW'],Leicester City,31,1993,8.3,13,1.57,8,0,0,3,2,0,3,0.36,1,0,0,1,1,0,2024-2025
128,Liam Delap,ENG,['FW'],Ipswich Town,21,2003,28.8,62,2.15,28,0,12,7,13,2,7,0.24,3,0,2,0,2,0,2024-2025
129,Sepp van den Berg,NED,['DF'],Brentford,22,2001,28.7,22,0.77,19,0,0,2,1,0,2,0.07,1,0,0,0,1,0,2024-2025
130,Justin Devenny,NIR,['MF'],Crystal Palace,20,2003,5.6,15,2.66,12,2,0,1,0,0,1,0.18,1,0,0,0,0,0,2024-2025
131,Kiernan Dewsbury-Hall,ENG,"['MF', 'FW']",Chelsea,25,1998,2.9,5,1.70,5,0,0,0,0,0,1,0.34,1,0,0,0,0,0,2024-2025
132,Amad Diallo,CIV,"['MF', 'FW']",Manchester Utd,22,2002,21.1,97,4.59,65,9,10,3,6,4,18,0.85,7,0,4,1,2,4,2024-2025
133,Rúben Dias,POR,['DF'],Manchester City,27,1997,25.2,26,1.03,17,0,0,7,0,2,1,0.04,1,0,0,0,0,0,2024-2025
134,Luis Díaz,COL,['FW'],Liverpool,27,1997,26.7,117,4.39,88,0,16,9,4,0,16,0.60,13,0,1,0,2,0,2024-2025
135,Tyler Dibling,ENG,"['FW', 'MF']",Southampton,18,2006,20.8,56,2.69,34,1,11,5,5,0,4,0.19,2,0,1,1,0,0,2024-2025
136,Lucas Digne,FRA,['DF'],Aston Villa,31,1993,26.1,66,2.53,42,18,1,4,0,1,5,0.19,5,0,0,0,0,0,2024-2025
137,Issa Diop,FRA,['DF'],Fulham,27,1997,14.9,6,0.40,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2024-2025
138,Axel Disasi,FRA,['DF'],Aston Villa,26,1998,5.4,9,1.65,7,0,1,0,0,1,0,0.00,0,0,0,0,0,0,2024-2025
139,Axel Disasi,FRA,['DF'],Chelsea,26,1998,4.0,2,0.49,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
140,Roman Dixon,ENG,['DF'],Everton,19,2004,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
141,Nasser Djiga,BFA,['DF'],Wolves,21,2002,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
142,Matt Doherty,IRL,['DF'],Wolves,32,1992,23.4,25,1.07,19,3,1,1,1,0,3,0.13,3,0,0,0,0,0,2024-2025
143,Jeremy Doku,BEL,"['FW', 'MF']",Manchester City,22,2002,16.8,79,4.69,60,1,13,1,3,1,14,0.83,11,0,3,0,0,0,2024-2025
144,Nicolás Domínguez,ARG,"['MF', 'FW']",Nott'ham Forest,26,1998,21.8,38,1.74,29,1,0,3,3,2,0,0.00,0,0,0,0,0,0,2024-2025
145,Patrick Dorgu,DEN,['DF'],Manchester Utd,19,2004,9.4,24,2.57,21,0,0,0,2,1,1,0.11,0,0,0,0,1,0,2024-2025
146,Alfie Dorrington,ENG,['DF'],Tottenham,19,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
147,Abdoulaye Doucouré,MLI,['MF'],Everton,31,1993,28.5,58,2.04,52,0,3,2,0,1,3,0.11,2,0,0,0,0,1,2024-2025
148,Cheick Doucouré,MLI,['MF'],Crystal Palace,24,2000,5.0,9,1.79,5,0,0,2,1,1,3,0.60,1,0,0,1,1,0,2024-2025
149,Flynn Downes,ENG,['MF'],Southampton,25,1999,23.9,31,1.30,27,2,0,1,0,1,2,0.08,1,1,0,0,0,0,2024-2025
150,Tommy Doyle,ENG,['MF'],Wolves,22,2001,5.4,17,3.13,11,4,1,1,0,0,3,0.55,2,0,1,0,0,0,2024-2025
151,Radu Drăgușin,ROU,['DF'],Tottenham,22,2002,13.9,8,0.58,8,0,0,0,0,0,1,0.07,1,0,0,0,0,0,2024-2025
152,Martin Dúbravka,SVK,['GK'],Newcastle Utd,35,1989,10.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
153,Lewis Dunk,ENG,['DF'],Brighton,32,1991,23.1,19,0.82,17,0,0,2,0,0,3,0.13,2,0,0,1,0,0,2024-2025
154,Jáder Durán,COL,['FW'],Aston Villa,20,2003,7.1,18,2.54,9,0,0,4,3,2,1,0.14,0,0,0,0,0,1,2024-2025
155,Claudio Echeverri,ARG,['FW'],Manchester City,18,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
156,Ederson,BRA,['GK'],Manchester City,30,1993,25.8,6,0.23,6,0,0,0,0,0,4,0.16,4,0,0,0,0,0,2024-2025
157,George Edmundson,ENG,['DF'],Ipswich Town,26,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
158,Odsonne Édouard,FRA,"['MF', 'FW']",Crystal Palace,26,1998,1.3,1,0.78,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
159,Odsonne Édouard,FRA,['FW'],Leicester City,26,1998,0.3,2,6.21,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
160,Samuel Edozie,ENG,"['DF', 'FW']",Southampton,21,2003,0.7,4,5.54,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,2024-2025
161,Ronnie Edwards,ENG,['DF'],Southampton,21,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
162,Anthony Elanga,SWE,"['FW', 'MF']",Nott'ham Forest,22,2002,27.8,102,3.67,56,23,5,7,11,0,18,0.65,10,4,1,0,3,0,2024-2025
163,Harvey Elliott,ENG,['MF'],Liverpool,21,2003,4.1,21,5.11,17,3,1,0,0,0,3,0.73,3,0,0,0,0,0,2024-2025
164,Yunus Emre Konak,TUR,"['FW', 'MF']",Brentford,18,2006,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
165,Julio Enciso,PAR,"['MF', 'FW']",Ipswich Town,20,2004,9.7,29,3.00,16,4,6,2,0,1,4,0.41,2,1,1,0,0,0,2024-2025
166,Julio Enciso,PAR,"['MF', 'FW']",Brighton,20,2004,3.3,12,3.69,5,1,3,1,2,0,0,0.00,0,0,0,0,0,0,2024-2025
167,Wataru Endo,JPN,"['MF', 'DF']",Liverpool,31,1993,3.0,6,1.96,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
168,Christian Eriksen,DEN,['MF'],Manchester Utd,32,1992,11.8,56,4.74,38,15,0,3,0,0,7,0.59,5,2,0,0,0,0,2024-2025
169,Romain Esse,ENG,['MF'],Crystal Palace,19,2005,1.5,8,5.18,6,0,1,0,1,0,3,1.94,1,0,1,0,1,0,2024-2025
170,Pervis Estupiñán,ECU,['DF'],Brighton,26,1998,26.7,58,2.17,39,13,0,2,4,0,4,0.15,3,0,0,0,1,0,2024-2025
171,Evanilson,BRA,['FW'],Bournemouth,24,1999,25.8,61,2.37,39,0,3,10,9,0,8,0.31,2,0,1,1,4,0,2024-2025
172,Jake Evans,ENG,['FW'],Leicester City,15,2008,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
173,Jonny Evans,NIR,['DF'],Manchester Utd,36,1988,3.5,2,0.57,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2024-2025
174,Eberechi Eze,ENG,"['MF', 'FW']",Crystal Palace,26,1998,28.8,135,4.69,72,29,11,13,9,1,10,0.35,9,1,0,0,0,0,2024-2025
