,player_name,player_age,player_position,market_value,from_club,to_club,transfer_fee,transfer_season,remaining_contract_length,nation,90s,sh/90,sot/90,league,sca90,gca90,gls/90,npxg/90,sca_passlive/90,sca_passdead/90,sca_to/90,gca_passlive/90,gca_passdead/90,gca_to/90,total_cmp/90,prgdist_passing/90,ast/90,xa/90,kp/90,1/3_passing/90,ppa/90,prgp/90,touches_att_3rd/90,touches_att_pen/90,carries/90,prgdist_possesion/90,1/3_possesion/90,cpa/90,takeons_succ/90,takeons_tkld/90,prgr/90
10,nicolas jackson,22,CF,30000000.0,Villarreal CF,CHE,37000000.0,23/24,94,SEN,17.8,2.31,1.3,la-liga,2.65,0.79,0.6741573033707865,0.4382022471910112,1.7415730337078652,0.056179775280898875,0.449438202247191,0.2247191011235955,0.0,0.3932584269662921,13.820224719101123,39.8876404494382,0.2247191011235955,0.11235955056179775,1.1797752808988764,1.4044943820224718,0.5056179775280899,2.2471910112359548,16.29213483146067,5.224719101123595,19.49438202247191,69.15730337078651,1.4606741573033708,1.0674157303370786,1.2921348314606742,0.6179775280898876,6.573033707865168
11,christian pulisic,24,RW,25000000.0,CHE,AC Milan,20800000.0,23/24,11,USA,9.1,2.08,0.66,premier-league,2.63,0.33,0.10989010989010989,0.18681318681318682,2.307692307692308,0.0,0.0,0.32967032967032966,0.0,0.0,26.153846153846153,61.0989010989011,0.10989010989010989,0.04395604395604396,1.3186813186813187,1.5384615384615385,0.32967032967032966,2.5274725274725274,23.736263736263737,4.725274725274725,32.85714285714286,114.72527472527473,3.296703296703297,1.5384615384615385,1.4285714285714286,2.417582417582418,8.351648351648352
12,callum hudson odoi,22,LW,15000000.0,CHE,NFO,3500000.0,23/24,10,ENG,6.7,0.6,0.15,bundesliga,3.86,0.3,0.0,0.029850746268656716,2.835820895522388,0.5970149253731343,0.14925373134328357,0.29850746268656714,0.0,0.0,30.746268656716417,116.71641791044776,0.14925373134328357,0.13432835820895522,1.9402985074626866,2.6865671641791042,1.044776119402985,4.626865671641791,17.46268656716418,1.4925373134328357,28.80597014925373,133.28358208955223,3.432835820895522,0.8955223880597015,2.08955223880597,1.4925373134328357,6.567164179104477
13,beto,25,CF,25000000.0,Udinese Calcio,EVE,25000000.0,23/24,34,GNB,23.7,2.54,0.85,serie-a,2.07,0.17,0.4219409282700422,0.42616033755274263,1.3080168776371308,0.0,0.33755274261603374,0.12658227848101267,0.0,0.04219409282700422,8.016877637130802,12.447257383966246,0.04219409282700422,0.08016877637130801,0.9704641350210971,0.379746835443038,0.16877637130801687,0.5485232067510548,14.177215189873419,5.485232067510549,15.358649789029537,25.06329113924051,0.6329113924050633,0.5907172995780591,1.350210970464135,1.6877637130801688,5.105485232067511
14,moise kean,23,CF,18000000.0,EVE,Juventus FC,30000000.0,23/24,12,ITA,11.1,3.44,1.27,serie-a,2.8,0.18,0.5405405405405406,0.5675675675675675,1.8918918918918919,0.0,0.3603603603603604,0.1801801801801802,0.0,0.0,11.711711711711713,30.36036036036036,0.0,0.05405405405405406,0.7207207207207208,0.6306306306306306,0.5405405405405406,1.1711711711711712,14.864864864864865,5.135135135135135,19.81981981981982,60.090090090090094,1.3513513513513513,1.8018018018018018,1.2612612612612613,2.0720720720720722,6.846846846846847
15,alex iwobi,27,LW,28000000.0,EVE,FUL,25700000.0,23/24,10,NGA,37.5,1.12,0.4,premier-league,3.2,0.24,0.05333333333333334,0.06666666666666667,2.4266666666666667,0.24,0.21333333333333335,0.21333333333333335,0.0,0.0,30.773333333333333,175.2,0.18666666666666668,0.11466666666666667,1.7066666666666668,3.5733333333333333,1.68,5.173333333333333,18.906666666666666,1.5733333333333333,31.173333333333332,91.57333333333334,2.1066666666666665,0.4,1.4666666666666666,1.3333333333333333,3.8666666666666667
16,demarai gray,27,LW,20000000.0,EVE,Al-Ettifaq FC,9300000.0,23/24,24,JAM,27.9,2.05,0.79,premier-league,3.44,0.18,0.14336917562724016,0.16845878136200718,1.4695340501792116,0.8960573476702509,0.21505376344086022,0.10752688172043011,0.07168458781362008,0.0,20.752688172043012,79.39068100358423,0.03584229390681004,0.13620071684587814,1.3261648745519714,1.0752688172043012,0.6451612903225806,1.6487455197132617,23.369175627240146,3.727598566308244,25.806451612903228,88.35125448028674,2.2222222222222223,1.7204301075268817,1.2903225806451613,1.5053763440860215,7.132616487455198
17,ellis simms,22,CF,4000000.0,EVE,Coventry City,7000000.0,23/24,12,ENG,2.5,3.16,0.39,premier-league,2.37,0.79,0.4,0.36,1.6,0.0,0.4,0.4,0.0,0.4,15.2,42.0,0.0,0.16,0.8,1.2,0.4,1.6,18.8,4.4,14.8,22.0,0.8,0.8,0.8,0.0,7.6
18,raul jimenez,32,CF,6000000.0,WOL,FUL,6400000.0,23/24,11,MEX,9.4,2.13,0.96,premier-league,1.92,0.21,0.0,0.2765957446808511,1.276595744680851,0.0,0.10638297872340426,0.10638297872340426,0.0,0.0,14.893617021276595,37.12765957446808,0.10638297872340426,0.06382978723404255,0.851063829787234,0.851063829787234,0.7446808510638298,1.4893617021276595,13.51063829787234,4.680851063829787,15.53191489361702,25.638297872340424,0.3191489361702127,0.2127659574468085,0.5319148936170213,0.425531914893617,4.787234042553191
19,aleksandar mitrovic,28,CF,28000000.0,FUL,Al-Hilal SFC,52600000.0,23/24,10,SRB,22.3,3.81,1.21,premier-league,2.47,0.45,0.6278026905829596,0.3856502242152466,1.1659192825112108,0.0,0.40358744394618834,0.13452914798206278,0.0,0.04484304932735426,13.408071748878923,43.497757847533634,0.04484304932735426,0.05829596412556054,0.7174887892376681,1.1659192825112108,0.44843049327354256,1.9730941704035874,15.650224215246636,6.457399103139013,20.22421524663677,32.062780269058294,0.6726457399103138,0.44843049327354256,1.0313901345291479,0.9865470852017937,4.349775784753363
20,jeremy doku,21,LW,28000000.0,Stade Rennais FC,MCI,60000000.0,23/24,22,BEL,14.3,1.81,0.84,ligue-1,5.65,0.7,0.4195804195804196,0.1888111888111888,3.6363636363636362,0.06993006993006992,1.5384615384615383,0.06993006993006992,0.0,0.4895104895104895,30.279720279720276,101.74825174825175,0.13986013986013984,0.2797202797202797,2.097902097902098,1.8881118881118881,2.4475524475524475,4.965034965034965,29.3006993006993,6.223776223776223,44.96503496503496,210.48951048951048,4.895104895104895,3.2867132867132867,6.713286713286713,3.4265734265734262,10.909090909090908
21,riyad mahrez,32,RW,20000000.0,MCI,Al-Ahli SFC,35000000.0,23/24,23,ALG,21.3,1.97,0.56,premier-league,5.44,0.98,0.2347417840375587,0.22535211267605632,3.4741784037558685,0.7981220657276995,0.32863849765258213,0.6103286384976525,0.09389671361502347,0.09389671361502347,44.97652582159624,129.2018779342723,0.4694835680751174,0.2488262910798122,2.44131455399061,1.6901408450704225,1.7370892018779343,3.568075117370892,37.65258215962441,5.164319248826291,43.84976525821596,110.8450704225352,2.2065727699530515,2.112676056338028,1.1737089201877935,1.2676056338028168,11.36150234741784
22,rasmus hojlund,20,CF,45000000.0,Atalanta BC,MUN,77800000.0,23/24,46,DEN,20.4,2.65,1.37,serie-a,2.75,0.25,0.44117647058823534,0.46568627450980393,1.8137254901960786,0.0,0.3431372549019608,0.14705882352941177,0.0,0.0,15.588235294117649,28.137254901960787,0.09803921568627452,0.08823529411764706,1.1764705882352942,1.1274509803921569,0.5392156862745099,1.8137254901960786,21.47058823529412,6.519607843137256,22.30392156862745,41.911764705882355,1.2745098039215688,1.519607843137255,1.3725490196078431,1.519607843137255,10.980392156862745
23,anthony elanga,21,RW,18000000.0,MUN,NFO,22930000.0,23/24,35,SWE,4.7,2.11,0.85,premier-league,3.59,0.21,0.0,0.14893617021276595,2.7659574468085104,0.0,0.0,0.2127659574468085,0.0,0.0,20.21276595744681,63.40425531914893,0.2127659574468085,0.2127659574468085,1.276595744680851,0.6382978723404255,0.6382978723404255,1.702127659574468,21.27659574468085,5.957446808510638,23.19148936170213,58.723404255319146,0.6382978723404255,1.4893617021276595,1.0638297872340425,1.4893617021276595,5.957446808510638
24,harvey barnes,25,LW,35000000.0,LEI,NEW,44000000.0,23/24,23,ENG,30.1,2.39,1.13,premier-league,2.09,0.46,0.4318936877076412,0.2956810631229236,1.4285714285714286,0.0,0.09966777408637874,0.26578073089700993,0.0,0.03322259136212624,18.239202657807308,66.578073089701,0.03322259136212624,0.07308970099667775,0.6312292358803986,1.2956810631229236,1.0299003322259135,2.6245847176079735,19.933554817275745,4.4186046511627906,24.385382059800662,91.32890365448505,2.3920265780730894,1.5946843853820598,0.8970099667774086,1.760797342192691,8.538205980066445
25,allan saint maximin,26,LW,32000000.0,NEW,Al-Ahli SFC,27200000.0,23/24,11,FRA,12.4,2.25,0.88,premier-league,5.22,0.8,0.08064516129032258,0.12903225806451613,3.9516129032258065,0.0,0.8064516129032258,0.564516129032258,0.0,0.16129032258064516,25.483870967741936,128.9516129032258,0.4032258064516129,0.2258064516129032,2.5,1.8548387096774193,2.82258064516129,5.564516129032258,28.064516129032256,6.209677419354839,35.08064516129032,202.5806451612903,4.112903225806451,3.3064516129032255,4.596774193548387,2.661290322580645,8.951612903225806
26,chris wood,31,CF,8000000.0,NEW,NFO,17000000.0,23/24,12,NZL,5.0,1.61,0.61,premier-league,1.01,0.0,0.4,0.2,0.8,0.0,0.0,0.0,0.0,0.0,13.2,29.8,0.0,0.06,0.6,0.6,0.2,0.8,12.0,3.2,10.4,12.4,0.2,0.0,0.2,0.0,4.6
27,chris wood,31,CF,8000000.0,NEW,NFO,17000000.0,23/24,12,NZL,4.1,0.73,0.24,premier-league,1.45,0.0,0.24390243902439027,0.24390243902439027,0.9756097560975611,0.0,0.0,0.0,0.0,0.0,10.487804878048781,33.90243902439025,0.0,0.02439024390243903,0.7317073170731708,1.2195121951219514,0.48780487804878053,1.707317073170732,7.560975609756098,1.9512195121951221,12.195121951219512,17.073170731707318,0.48780487804878053,0.0,0.0,0.48780487804878053,2.9268292682926833
28,brennan johnson,22,RW,38000000.0,NFO,TOT,55000000.0,23/24,34,WAL,32.6,1.6,0.74,premier-league,1.69,0.34,0.24539877300613497,0.19018404907975459,1.1042944785276072,0.0,0.18404907975460122,0.15337423312883436,0.0,0.03067484662576687,8.92638036809816,24.8159509202454,0.09202453987730061,0.05828220858895705,0.8588957055214723,0.36809815950920244,0.5521472392638036,0.920245398773006,13.31288343558282,3.558282208588957,13.803680981595091,64.75460122699386,1.411042944785276,1.2883435582822085,1.0122699386503067,1.2576687116564416,4.754601226993865
29,sam surridge,24,CF,5000000.0,NFO,Nashville SC,5800000.0,23/24,11,ENG,3.6,2.51,0.56,premier-league,1.11,0.28,0.2777777777777778,0.5,0.8333333333333333,0.0,0.0,0.2777777777777778,0.0,0.0,11.11111111111111,46.666666666666664,0.0,0.0,0.2777777777777778,1.1111111111111112,0.0,1.6666666666666665,16.38888888888889,4.166666666666667,19.72222222222222,38.888888888888886,1.3888888888888888,0.2777777777777778,0.5555555555555556,0.5555555555555556,4.722222222222222
30,harry kane,30,CF,90000000.0,TOT,Bayern Munich,95000000.0,23/24,0,ENG,37.8,3.28,1.43,premier-league,3.46,0.48,0.7936507936507937,0.4417989417989418,2.354497354497355,0.052910052910052914,0.34391534391534395,0.2645502645502646,0.0,0.052910052910052914,16.984126984126984,114.94708994708995,0.07936507936507937,0.10582010582010583,1.5079365079365081,2.6455026455026456,1.2433862433862435,4.761904761904762,15.846560846560848,4.417989417989419,22.063492063492067,48.730158730158735,1.3227513227513228,0.5555555555555556,1.0582010582010584,1.4021164021164023,5.105820105820106
31,gianluca scamacca,24,CF,22000000.0,WHU,Atalanta BC,28000000.0,23/24,47,ITA,10.3,2.92,0.97,premier-league,2.33,0.1,0.2912621359223301,0.24271844660194172,1.9417475728155338,0.0,0.0970873786407767,0.0970873786407767,0.0,0.0,11.456310679611649,36.69902912621359,0.0,0.04854368932038835,1.262135922330097,1.3592233009708736,0.48543689320388345,1.6504854368932038,12.33009708737864,3.6893203883495143,13.883495145631066,27.378640776699026,0.6796116504854368,0.2912621359223301,0.6796116504854368,0.5825242718446602,4.660194174757281
32,eddie nketiah,25,CF,30000000.0,ARS,CRY,29700000.0,24/25,34,ENG,12.0,3.16,1.0,premier-league,2.33,0.67,0.4166666666666667,0.375,1.4166666666666667,0.0,0.25,0.25,0.0,0.08333333333333333,14.0,22.25,0.16666666666666666,0.05833333333333333,0.75,0.5833333333333334,0.4166666666666667,1.6666666666666667,17.25,6.25,19.666666666666668,41.416666666666664,1.0,0.9166666666666666,0.6666666666666666,1.25,6.416666666666667
33,donyell malen,25,RW,28000000.0,Borussia Dortmund,AVL,25000000.0,24/25,17,NED,19.8,3.64,1.82,bundesliga,3.74,0.71,0.6565656565656566,0.4797979797979798,2.4747474747474745,0.0,0.35353535353535354,0.30303030303030304,0.0,0.10101010101010101,20.707070707070706,78.33333333333333,0.050505050505050504,0.1717171717171717,1.1111111111111112,1.0606060606060606,1.8181818181818181,2.878787878787879,23.98989898989899,5.959595959595959,28.232323232323232,98.83838383838383,2.4747474747474745,2.2727272727272725,2.121212121212121,2.0202020202020203,8.232323232323232
34,cameron archer,22,CF,13000000.0,SHU,AVL,16649999.999999998,24/25,34,ENG,20.4,2.06,0.44,premier-league,2.41,0.2,0.19607843137254904,0.26960784313725494,1.5686274509803924,0.0,0.44117647058823534,0.09803921568627452,0.0,0.04901960784313726,13.039215686274511,23.08823529411765,0.04901960784313726,0.06862745098039216,1.1274509803921569,0.5392156862745099,0.3431372549019608,0.7352941176470589,15.049019607843139,3.382352941176471,16.96078431372549,48.13725490196079,1.4215686274509804,1.0784313725490198,1.4705882352941178,1.4215686274509804,5.588235294117648
35,cameron archer,22,CF,13000000.0,SHU,AVL,16649999.999999998,24/25,34,ENG,0.1,0.0,0.0,premier-league,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,50.0,280.0,10.0,0.0,0.0,0.0,0.0
36,lewis dobbin,21,LW,2500000.0,EVE,AVL,11800000.0,24/25,12,ENG,2.6,1.94,0.78,premier-league,2.33,0.0,0.3846153846153846,0.11538461538461538,1.1538461538461537,0.0,0.0,0.0,0.0,0.0,16.923076923076923,36.53846153846154,0.0,0.038461538461538464,1.5384615384615383,0.0,1.1538461538461537,1.1538461538461537,25.0,4.230769230769231,34.230769230769226,81.15384615384615,4.230769230769231,1.5384615384615383,2.3076923076923075,5.769230769230769,7.692307692307692
37,moussa diaby,25,RW,55000000.0,AVL,Al-Ittihad Club,60000000.0,24/25,47,FRA,24.2,2.24,0.91,premier-league,3.31,0.41,0.24793388429752067,0.2892561983471075,2.644628099173554,0.04132231404958678,0.24793388429752067,0.37190082644628103,0.0,0.04132231404958678,20.041322314049587,55.70247933884298,0.3305785123966942,0.18595041322314051,1.9421487603305785,1.1983471074380165,1.6528925619834711,2.9752066115702482,19.421487603305785,5.619834710743802,23.47107438016529,83.18181818181819,1.7768595041322315,1.6115702479338843,1.1983471074380165,1.5289256198347108,7.56198347107438
38,cameron archer,22,CF,13000000.0,AVL,SOU,17600000.0,24/25,34,ENG,20.4,2.06,0.44,premier-league,2.41,0.2,0.19607843137254904,0.26960784313725494,1.5686274509803924,0.0,0.44117647058823534,0.09803921568627452,0.0,0.04901960784313726,13.039215686274511,23.08823529411765,0.04901960784313726,0.06862745098039216,1.1274509803921569,0.5392156862745099,0.3431372549019608,0.7352941176470589,15.049019607843139,3.382352941176471,16.96078431372549,48.13725490196079,1.4215686274509804,1.0784313725490198,1.4705882352941178,1.4215686274509804,5.588235294117648
39,cameron archer,22,CF,13000000.0,AVL,SOU,17600000.0,24/25,34,ENG,0.1,0.0,0.0,premier-league,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,50.0,280.0,10.0,0.0,0.0,0.0,0.0
40,luis sinisterra,25,LW,17000000.0,LEE,BOU,23400000.0,24/25,36,COL,7.8,3.48,1.03,premier-league,5.42,0.39,0.25641025641025644,0.32051282051282054,3.4615384615384617,0.0,1.153846153846154,0.0,0.0,0.0,28.974358974358974,95.76923076923077,0.25641025641025644,0.14102564102564105,2.5641025641025643,1.153846153846154,2.0512820512820515,4.871794871794872,31.025641025641026,10.64102564102564,34.23076923076923,153.2051282051282,2.5641025641025643,4.487179487179487,3.717948717948718,2.307692307692308,10.897435897435898
41,enes unal,27,CF,18000000.0,Getafe CF,BOU,16500000.0,24/25,24,TUR,1.6,0.64,0.0,la-liga,3.21,0.64,0.0,0.0625,2.5,0.0,0.0,0.625,0.0,0.0,15.0,75.625,0.625,0.25,1.875,0.625,0.0,0.625,15.625,3.75,19.375,48.75,1.25,0.0,1.25,0.625,4.375
42,enes unal,27,CF,18000000.0,Getafe CF,BOU,16500000.0,24/25,24,TUR,3.6,6.31,2.2,premier-league,3.28,0.82,0.5555555555555556,0.8055555555555555,1.1111111111111112,0.0,0.2777777777777778,0.2777777777777778,0.0,0.0,15.277777777777777,59.166666666666664,0.5555555555555556,0.02777777777777778,1.3888888888888888,2.7777777777777777,0.5555555555555556,1.9444444444444444,20.555555555555554,7.777777777777778,24.444444444444443,33.333333333333336,0.5555555555555556,0.2777777777777778,0.5555555555555556,2.2222222222222223,7.777777777777778
43,eli junior kroupi,18,CF,10000000.0,FC Lorient,BOU,13000000.0,24/25,17,FRA,12.0,1.83,1.0,ligue-1,1.66,0.25,0.4166666666666667,0.2916666666666667,1.0833333333333333,0.25,0.25,0.16666666666666666,0.0,0.08333333333333333,18.0,44.75,0.25,0.09166666666666667,0.9166666666666666,0.8333333333333334,0.5833333333333334,1.0,14.5,4.25,21.916666666666668,35.666666666666664,1.0833333333333333,0.4166666666666667,1.0,0.5,5.25
44,dominic solanke,26,CF,40000000.0,BOU,TOT,64300000.0,24/25,35,ENG,36.9,2.87,0.95,premier-league,2.14,0.16,0.5149051490514905,0.46612466124661245,1.6531165311653118,0.0,0.16260162601626016,0.10840108401084012,0.0,0.05420054200542006,10.840108401084011,37.58807588075881,0.08130081300813008,0.05420054200542006,1.056910569105691,0.8672086720867209,0.6504065040650406,1.6260162601626016,14.823848238482386,5.853658536585366,16.23306233062331,38.48238482384824,0.6504065040650406,0.7317073170731707,1.056910569105691,1.6260162601626016,4.9864498644986455
45,kieffer moore,31,CF,2000000.0,BOU,SHU,1790000.0,24/25,23,WAL,1.2,5.0,1.67,premier-league,4.17,0.0,0.8333333333333334,1.25,4.166666666666667,0.0,0.0,0.0,0.0,0.0,23.333333333333336,75.83333333333334,0.0,0.25,1.6666666666666667,1.6666666666666667,1.6666666666666667,3.3333333333333335,25.0,10.0,24.166666666666668,28.333333333333336,0.0,0.0,0.8333333333333334,0.8333333333333334,12.5
46,ivan toney,28,CF,50000000.0,BRE,Al-Ahli SFC,42000000.0,24/25,10,ENG,16.1,3.17,1.3,premier-league,2.42,0.37,0.24844720496894407,0.37267080745341613,1.3664596273291925,0.3105590062111801,0.24844720496894407,0.24844720496894407,0.0,0.06211180124223602,14.161490683229813,73.7888198757764,0.12422360248447203,0.08695652173913042,0.7453416149068323,1.2422360248447204,1.1180124223602483,2.484472049689441,16.956521739130434,4.161490683229813,22.236024844720497,50.24844720496894,1.0559006211180124,0.8074534161490683,0.6211180124223602,0.6211180124223602,6.08695652173913
47,brajan gruda,20,RW,20000000.0,1.FSV Mainz 05,BHA,31500000.0,24/25,22,GER,18.2,1.65,0.66,bundesliga,5.65,0.27,0.21978021978021978,0.19230769230769232,3.5164835164835164,0.7142857142857143,0.43956043956043955,0.21978021978021978,0.054945054945054944,0.0,23.351648351648354,126.26373626373626,0.16483516483516483,0.2802197802197802,2.3626373626373627,1.7032967032967035,1.7032967032967035,3.9010989010989015,29.725274725274726,5.10989010989011,31.703296703296704,137.1978021978022,3.021978021978022,2.417582417582418,3.7912087912087915,3.4615384615384617,9.175824175824177
48,deniz undav,28,CF,25000000.0,BHA,VfB Stuttgart,26700000.0,24/25,23,GER,23.2,4.57,2.2,bundesliga,4.44,0.73,0.7758620689655172,0.6163793103448276,3.4051724137931036,0.0,0.4310344827586207,0.646551724137931,0.0,0.04310344827586207,25.646551724137932,115.47413793103449,0.4310344827586207,0.2629310344827586,1.6810344827586208,2.887931034482759,1.896551724137931,5.172413793103448,23.146551724137932,6.336206896551724,29.051724137931036,62.88793103448276,1.5517241379310345,0.8620689655172414,1.1637931034482758,0.8620689655172414,7.844827586206897
49,pedro neto,24,RW,55000000.0,WOL,CHE,60000000.0,24/25,35,POR,16.8,2.14,0.71,premier-league,4.45,0.83,0.11904761904761904,0.20833333333333331,2.4404761904761902,0.8928571428571428,0.47619047619047616,0.47619047619047616,0.11904761904761904,0.11904761904761904,32.023809523809526,118.09523809523809,0.5357142857142857,0.22023809523809523,2.261904761904762,1.369047619047619,1.726190476190476,3.214285714285714,30.059523809523807,4.940476190476191,34.58333333333333,155.6547619047619,3.869047619047619,2.5,2.202380952380952,2.5,8.869047619047619
50,marc guiu,18,CF,7500000.0,FC Barcelona,CHE,6000000.0,24/25,12,ESP,0.8,4.86,1.22,la-liga,2.43,0.0,1.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,10.0,8.75,0.0,0.125,1.25,0.0,1.25,1.25,12.5,5.0,16.25,16.25,1.25,1.25,0.0,0.0,10.0
51,romelu lukaku,31,CF,30000000.0,CHE,SSC Napoli,30000000.0,24/25,22,BEL,29.3,2.18,0.92,serie-a,2.28,0.31,0.44368600682593856,0.30716723549488056,1.9112627986348123,0.0,0.10238907849829351,0.27303754266211605,0.0,0.034129692832764506,14.948805460750853,26.655290102389078,0.10238907849829351,0.051194539249146756,0.9897610921501706,0.7849829351535836,0.44368600682593856,1.2627986348122866,15.290102389078498,4.812286689419795,17.064846416382252,34.77815699658703,0.8191126279863481,0.7508532423208191,0.37542662116040953,0.44368600682593856,7.986348122866894
52,angelo,19,RW,15000000.0,CHE,Al-Nassr FC,23000000.0,24/25,58,BRA,12.2,0.74,0.33,ligue-1,4.45,0.49,0.0,0.03278688524590164,3.5245901639344264,0.1639344262295082,0.4098360655737705,0.4098360655737705,0.0,0.0,24.59016393442623,153.68852459016395,0.24590163934426232,0.24590163934426232,2.1311475409836067,2.6229508196721314,2.0491803278688527,4.836065573770492,23.114754098360656,2.2131147540983607,38.114754098360656,154.344262295082,3.934426229508197,0.49180327868852464,2.459016393442623,1.8852459016393444,9.01639344262295
