Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Sh,GCA_Fld,GCA_Def,Season
33,Marco Asensio,ESP,"['MF', 'FW']",Paris S-G,27,1996,12.4,52,4.21,38,10,1,1,1,1,7,0.57,5,1,0,1,0,0,2023-2024
34,Joel Asoro,SWE,"['FW', 'MF']",Metz,24,1999,9.4,21,2.23,11,2,2,1,5,0,3,0.32,1,0,1,0,1,0,2023-2024
35,Lorenz Assignon,TOG,['DF'],Rennes,23,2000,11.2,38,3.38,27,3,4,0,2,2,6,0.53,3,0,2,0,1,0,2023-2024
36,Youcef Atal,ALG,['DF'],Nice,27,1996,4.0,12,3.01,9,0,1,1,1,0,1,0.25,1,0,0,0,0,0,2023-2024
37,Valentin Atangana Edoa,FRA,['MF'],Reims,17,2005,6.2,6,0.97,2,0,0,2,1,1,0,0.00,0,0,0,0,0,0,2023-2024
38,Arthur Atta,FRA,"['MF', 'FW']",Metz,20,2003,10.3,19,1.85,15,0,2,2,0,0,3,0.29,1,0,0,2,0,0,2023-2024
39,Pierre-Emerick Aubameyang,GAB,['FW'],Marseille,34,1989,29.1,75,2.57,45,0,6,18,5,1,14,0.48,8,0,1,5,0,0,2023-2024
40,André Ayew,GHA,['FW'],Le Havre,33,1989,12.3,27,2.20,18,0,5,2,0,2,1,0.08,1,0,0,0,0,0,2023-2024
41,Neil El Aynaoui,MAR,['MF'],Lens,22,2001,17.4,25,1.44,20,0,0,1,3,1,3,0.17,2,0,0,0,1,0,2023-2024
42,Abdellah Baallal,MAR,['MF'],Clermont Foot,18,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
43,Shavy Babicka,GAB,"['FW', 'MF']",Toulouse,23,2000,4.1,9,2.17,7,0,0,2,0,0,2,0.48,2,0,0,0,0,0,2023-2024
44,Aliou Badara Baldé,GUI,"['FW', 'DF']",Nice,20,2002,0.8,5,6.25,2,0,2,0,1,0,0,0.00,0,0,0,0,0,0,2023-2024
45,Tiemoué Bakayoko,FRA,['MF'],Lorient,28,1994,14.6,13,0.89,10,1,0,1,0,1,3,0.21,2,0,0,1,0,0,2023-2024
46,Dilane Bakwa,FRA,"['FW', 'MF']",Strasbourg,20,2002,24.2,107,4.42,54,27,13,5,7,1,10,0.41,4,4,1,1,0,0,2023-2024
47,Carlos Baleba,CMR,['MF'],Lille,19,2004,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
48,Leonardo Balerdi,ARG,['DF'],Marseille,24,1999,25.2,27,1.07,24,1,1,0,1,0,3,0.12,2,0,0,0,1,0,2023-2024
49,Folarin Balogun,USA,['FW'],Monaco,22,2001,18.8,61,3.24,40,0,6,10,5,0,8,0.43,4,0,2,1,1,0,2023-2024
50,Mohamed Bamba,CIV,['FW'],Lorient,21,2001,12.6,32,2.53,24,0,3,2,2,1,3,0.24,3,0,0,0,0,0,2023-2024
51,Mamady Bangré,BFA,"['FW', 'MF']",Toulouse,22,2001,1.1,7,6.24,6,0,1,0,0,0,1,0.89,1,0,0,0,0,0,2023-2024
52,Bradley Barcola,FRA,['FW'],Lyon,20,2002,3.0,5,1.67,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
53,Bradley Barcola,FRA,"['FW', 'MF']",Paris S-G,20,2002,15.2,69,4.53,53,0,13,1,1,1,11,0.72,9,0,1,0,0,1,2023-2024
54,Melvin Bard,FRA,['DF'],Nice,22,2000,29.5,51,1.73,39,4,1,2,1,4,3,0.10,3,0,0,0,0,0,2023-2024
55,Steven Baseya,FRA,['DF'],Strasbourg,18,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
56,Mohamed Bechikh,FRA,"['FW', 'MF']",Strasbourg,18,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
57,Yanis Begraoui,MAR,"['FW', 'MF']",Toulouse,22,2001,3.3,7,2.11,3,0,0,0,3,1,1,0.30,1,0,0,0,0,0,2023-2024
58,Jérémie Bela,ANG,"['MF', 'FW']",Clermont Foot,30,1993,2.3,7,3.07,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
59,Reda Belahyane,MAR,['MF'],Nice,19,2004,0.3,2,6.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
60,Alaa Bellaarouch,MAR,['GK'],Strasbourg,21,2002,15.0,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
61,Jean-Ricner Bellegarde,HAI,"['MF', 'FW']",Strasbourg,25,1998,3.0,6,2.01,4,0,2,0,0,0,3,1.00,2,0,1,0,0,0,2023-2024
62,Jeanuël Belocian,FRA,['DF'],Rennes,18,2005,16.1,15,0.93,11,2,0,2,0,0,1,0.06,1,0,0,0,0,0,2023-2024
63,Eliesse Ben Seghir,MAR,"['MF', 'FW']",Monaco,18,2005,4.8,20,4.21,12,0,2,1,5,0,5,1.05,2,0,1,0,2,0,2023-2024
64,Wissam Ben Yedder,FRA,['FW'],Monaco,32,1990,25.7,74,2.88,62,0,3,7,1,1,8,0.31,8,0,0,0,0,0,2023-2024
65,Saïd Benrahma,ALG,"['FW', 'MF']",Lyon,27,1995,8.6,38,4.44,26,6,2,2,1,1,4,0.47,4,0,0,0,0,0,2023-2024
66,Nabil Bentaleb,ALG,['MF'],Lille,28,1994,21.9,38,1.74,34,2,0,0,1,1,5,0.23,5,0,0,0,0,0,2023-2024
67,Lucas Beraldo,BRA,['DF'],Paris S-G,19,2003,11.2,14,1.25,13,1,0,0,0,0,1,0.09,1,0,0,0,0,0,2023-2024
68,Dimitry Bertaud,COD,['GK'],Montpellier,25,1998,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
69,Marco Bizot,NED,['GK'],Brest,32,1991,32.0,5,0.16,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
70,Rubén Blanco,ESP,['GK'],Marseille,28,1995,1.3,1,0.74,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
71,Ludovic Blas,FRA,"['FW', 'MF']",Rennes,25,1997,17.4,45,2.59,28,5,6,5,1,0,6,0.35,3,0,0,2,1,0,2023-2024
72,Myron Boadu,NED,['FW'],Monaco,22,2001,0.9,1,1.06,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,2023-2024
73,Jeremie Boga,CIV,['FW'],Nice,26,1997,22.2,80,3.60,43,16,14,6,1,0,11,0.50,6,2,3,0,0,0,2023-2024
74,Adama Bojang,GAM,['FW'],Reims,19,2004,0.9,2,2.17,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
75,Neto Borges,BRA,['DF'],Clermont Foot,26,1996,28.0,50,1.79,37,5,2,2,3,1,3,0.11,1,0,0,0,2,0,2023-2024
76,Saïmon Bouabré,FRA,['MF'],Monaco,17,2006,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
77,Ayyoub Bouaddi,FRA,['MF'],Lille,15,2007,1.5,2,1.37,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
78,Badredine Bouanani,ALG,['FW'],Nice,18,2004,1.8,10,5.59,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
79,Badredine Bouanani,ALG,['MF'],Lorient,18,2004,4.9,24,4.89,16,5,1,0,2,0,2,0.41,2,0,0,0,0,0,2023-2024
80,Mohamed Bouchenna,FRA,"['MF', 'FW']",Clermont Foot,17,2006,0.3,2,6.21,0,0,2,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
81,Hicham Boudaoui,ALG,['MF'],Nice,23,1999,17.9,47,2.62,35,2,2,5,3,0,3,0.17,3,0,0,0,0,0,2023-2024
82,Benjamin Bourigeaud,FRA,"['MF', 'FW']",Rennes,29,1994,26.9,113,4.19,70,34,2,7,0,0,14,0.52,11,1,0,2,0,0,2023-2024
83,Bilal Boutobba,FRA,"['FW', 'MF']",Clermont Foot,24,1998,10.3,34,3.30,21,2,4,3,3,1,1,0.10,1,0,0,0,0,0,2023-2024
84,Hugo Boutsingkham,FRA,"['MF', 'FW']",Nantes,20,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
85,Bilal Brahimi,ALG,['FW'],Nice,23,2000,0.1,1,8.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
86,Bilal Brahimi,ALG,"['FW', 'MF']",Brest,23,2000,2.5,13,5.29,11,0,0,2,0,0,0,0.00,0,0,0,0,0,0,2023-2024
87,Lilian Brassier,FRA,['DF'],Brest,23,1999,29.7,18,0.61,14,0,1,0,1,2,2,0.07,1,0,0,0,1,0,2023-2024
88,Maxime Busi,BEL,"['FW', 'DF']",Reims,23,1999,1.8,6,3.33,4,0,1,0,0,1,0,0.00,0,0,0,0,0,0,2023-2024
89,Marcin Bułka,POL,['GK'],Nice,23,1999,34.0,3,0.09,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
90,Rémy Cabella,FRA,"['FW', 'MF']",Lille,33,1990,16.4,76,4.64,47,16,2,5,2,4,10,0.61,4,2,0,2,1,1,2023-2024
91,Duje Ćaleta-Car,CRO,['DF'],Lyon,26,1996,22.1,12,0.54,10,0,0,1,0,1,0,0.00,0,0,0,0,0,0,2023-2024
92,Lamine Camara,SEN,['MF'],Metz,19,2004,25.1,70,2.80,32,26,3,4,2,3,11,0.44,6,3,1,0,0,1,2023-2024
93,Mahdi Camara,FRA,['MF'],Brest,25,1998,22.4,73,3.25,50,0,2,7,10,4,7,0.31,4,0,0,1,2,0,2023-2024
94,Mohamed Camara,MLI,['MF'],Monaco,23,2000,11.5,41,3.57,37,0,1,1,1,1,7,0.61,7,0,0,0,0,0,2023-2024
95,Axel Camblan,FRA,['FW'],Brest,19,2003,1.0,2,2.02,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
96,Fali Candé,GNB,['DF'],Metz,25,1998,20.5,17,0.83,10,1,2,2,1,1,3,0.15,1,0,0,1,1,0,2023-2024
97,Gino Caoki,FRA,['MF'],Lorient,19,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
98,Maxence Caqueret,FRA,['MF'],Lyon,23,2000,33.6,113,3.37,85,16,4,3,2,3,7,0.21,5,0,1,1,0,0,2023-2024
99,Igor Carioca,BRA,"['DF', 'MF']",Lorient,26,1996,2.9,7,2.40,6,1,0,0,0,0,1,0.34,1,0,0,0,0,0,2023-2024
100,Antonin Cartillier,FRA,['DF'],Monaco,19,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
101,Josué Casimir,HAI,"['FW', 'DF']",Le Havre,21,2001,22.4,52,2.32,42,0,4,2,4,0,7,0.31,5,0,1,0,1,0,2023-2024
102,Cristian Cásseres Jr.,VEN,['MF'],Toulouse,23,2000,21.6,37,1.71,26,5,1,2,0,3,4,0.18,4,0,0,0,0,0,2023-2024
103,Jean-Charles Castelletto,CMR,['DF'],Nantes,28,1995,27.4,25,0.91,23,0,1,0,1,0,1,0.04,1,0,0,0,0,0,2023-2024
104,Maximiliano Caufriez,BEL,['DF'],Clermont Foot,26,1997,18.4,14,0.76,13,1,0,0,0,0,2,0.11,2,0,0,0,0,0,2023-2024
105,Ivan Cavaleiro,POR,['FW'],Lille,29,1993,8.6,18,2.10,12,3,1,1,1,0,1,0.12,1,0,0,0,0,0,2023-2024
106,Fabien Centonze,FRA,['DF'],Nantes,27,1996,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
107,Fares Chaïbi,ALG,"['FW', 'MF']",Toulouse,20,2002,0.6,3,4.66,2,1,0,0,0,0,1,1.55,0,1,0,0,0,0,2023-2024
108,Muhammed Cham,AUT,"['MF', 'FW']",Clermont Foot,22,2000,28.4,119,4.20,71,27,3,8,10,0,9,0.32,4,3,0,2,0,0,2023-2024
109,Brendan Chardonnet,FRA,['DF'],Brest,28,1994,33.0,28,0.85,24,1,0,2,1,0,4,0.12,2,0,0,1,1,0,2023-2024
110,Jhoanner Chávez,ECU,['DF'],Lens,21,2002,5.3,9,1.68,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2023-2024
111,Rayan Cherki,FRA,"['MF', 'FW']",Lyon,19,2003,19.1,106,5.55,52,23,21,7,2,1,14,0.73,9,2,1,2,0,0,2023-2024
112,Lucas Chevalier,FRA,['GK'],Lille,21,2001,33.0,5,0.15,5,0,0,0,0,0,1,0.03,1,0,0,0,0,0,2023-2024
113,Pedro Chirivella,ESP,['MF'],Nantes,26,1997,28.8,69,2.39,61,3,0,3,0,2,4,0.14,4,0,0,0,0,0,2023-2024
114,Joris Chotard,FRA,['MF'],Montpellier,21,2001,28.7,46,1.60,38,2,0,2,2,2,4,0.14,4,0,0,0,0,0,2023-2024
115,Djaoui Cissé,FRA,['MF'],Rennes,19,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
116,Ibrahim Cissoko,NED,"['FW', 'MF']",Toulouse,20,2003,2.7,15,5.58,9,0,5,0,0,1,1,0.37,1,0,0,0,0,0,2023-2024
117,Alexis Claude-Maurice,FRA,['MF'],Nice,25,1998,5.6,14,2.50,9,3,0,1,1,0,0,0.00,0,0,0,0,0,0,2023-2024
118,Jonathan Clauss,FRA,['DF'],Marseille,30,1992,23.0,76,3.31,53,16,1,3,2,1,5,0.22,4,1,0,0,0,0,2023-2024
119,Marcus Coco,FRA,"['DF', 'FW']",Nantes,27,1996,16.5,30,1.82,26,0,1,1,2,0,2,0.12,1,0,0,1,0,0,2023-2024
120,Maxime Colin,FRA,['DF'],Metz,31,1991,20.4,24,1.18,16,4,1,1,1,1,1,0.05,0,0,0,0,1,0,2023-2024
121,Eray Cömert,SUI,['DF'],Nantes,25,1998,22.2,16,0.72,11,0,0,2,1,2,1,0.05,0,0,0,1,0,0,2023-2024
122,Alois Confais,FRA,"['MF', 'FW']",Le Havre,26,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
123,Joaquín Correa,ARG,"['FW', 'MF']",Marseille,28,1994,4.8,12,2.51,9,0,2,0,1,0,1,0.21,1,0,0,0,0,0,2023-2024
124,Oscar Cortés,COL,"['FW', 'MF']",Lens,19,2003,0.5,1,2.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
125,David Costa,POR,['MF'],Lens,22,2001,16.6,55,3.32,30,12,5,4,4,0,6,0.36,4,0,0,1,1,0,2023-2024
126,Logan Costa,CPV,['DF'],Toulouse,22,2001,29.4,21,0.71,21,0,0,0,0,0,2,0.07,2,0,0,0,0,0,2023-2024
127,Grégoire Coudert,FRA,['GK'],Brest,24,1999,2.0,1,0.50,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
128,Mamadou Coulibaly,FRA,['MF'],Monaco,19,2004,1.3,5,3.81,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2023-2024
129,Tanguy Coulibaly,FRA,"['FW', 'MF']",Montpellier,22,2001,6.9,20,2.89,13,0,3,2,2,0,3,0.43,1,0,0,1,1,0,2023-2024
130,Nicolas Cozza,FRA,['DF'],Nantes,24,1999,9.9,15,1.51,9,0,1,0,5,0,0,0.00,0,0,0,0,0,0,2023-2024
131,Trévis Dago,CIV,"['FW', 'MF']",Lille,18,2005,0.3,2,7.83,1,0,1,0,0,0,2,7.83,1,0,1,0,0,0,2023-2024
132,Thijs Dallinga,NED,['FW'],Toulouse,22,2000,27.9,49,1.76,33,0,4,8,2,2,9,0.32,6,0,0,2,1,0,2023-2024
133,Kevin Danso,AUT,['DF'],Lens,24,1998,29.5,32,1.08,27,0,0,3,1,1,3,0.10,3,0,0,0,0,0,2023-2024
134,Dante,BRA,['DF'],Nice,39,1983,31.6,51,1.61,49,0,0,2,0,0,6,0.19,6,0,0,0,0,0,2023-2024
135,Raimane Daou,COM,"['DF', 'MF']",Marseille,18,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
136,Mohamed Daramy,DEN,"['FW', 'MF']",Reims,21,2002,18.3,59,3.22,43,0,9,3,4,0,8,0.44,7,0,1,0,0,0,2023-2024
137,Achraf Dari,MAR,"['DF', 'FW']",Brest,24,1999,1.3,1,0.74,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
138,Jonathan David,CAN,['FW'],Lille,23,2000,29.2,77,2.64,58,1,3,9,6,0,9,0.31,3,0,1,3,2,0,2023-2024
139,Thibault De Smet,BEL,['DF'],Reims,25,1998,20.3,23,1.13,18,1,2,1,1,0,1,0.05,0,0,0,0,1,0,2023-2024
140,Romain Del Castillo,FRA,['FW'],Brest,27,1996,27.7,166,5.98,101,38,9,4,12,2,14,0.50,9,4,0,1,0,0,2023-2024
141,Thomas Delaine,FRA,"['DF', 'MF']",Strasbourg,31,1992,22.7,49,2.16,34,8,4,1,2,0,6,0.26,1,2,1,0,2,0,2023-2024
142,Sacha Delaye,FRA,"['MF', 'FW']",Montpellier,21,2002,1.4,6,4.15,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
143,Karamoko Dembélé,ENG,"['MF', 'FW']",Brest,20,2003,0.2,1,5.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
144,Ousmane Dembélé,FRA,"['MF', 'FW']",Paris S-G,26,1997,16.7,118,7.05,86,9,12,6,3,2,19,1.14,16,0,1,1,1,0,2023-2024
145,Jessy Deminguet,FRA,"['MF', 'FW']",Strasbourg,25,1998,7.7,8,1.04,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,2023-2024
146,Rémy Descamps,FRA,['GK'],Nantes,27,1996,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
147,Mikkel Desler,DEN,['DF'],Toulouse,28,1995,17.2,29,1.69,18,2,1,5,2,1,2,0.12,1,0,0,1,0,0,2023-2024
148,Arthur Desmas,FRA,['GK'],Le Havre,29,1994,33.0,4,0.12,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
149,Lamine Diack,SEN,['MF'],Nantes,22,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
150,Mamadou Diakhon,FRA,"['FW', 'MF']",Reims,17,2005,2.3,4,1.72,1,0,1,0,2,0,0,0.00,0,0,0,0,0,0,2023-2024
151,Bafodé Diakité,FRA,['DF'],Lille,22,2001,18.8,22,1.17,18,1,0,1,1,1,2,0.11,1,0,0,1,0,0,2023-2024
152,Ibrahim Diakité,GUI,['DF'],Reims,19,2003,1.2,4,3.27,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
153,Oumar Diakité,CIV,['FW'],Reims,19,2003,17.6,41,2.33,26,0,9,1,3,2,5,0.28,3,0,1,0,0,1,2023-2024
154,Habib Diarra,SEN,"['MF', 'FW']",Strasbourg,19,2004,25.6,51,1.99,38,0,5,1,4,3,4,0.16,2,0,1,0,1,0,2023-2024
155,Moussa Diarra,MLI,['DF'],Toulouse,22,2000,15.5,21,1.35,17,1,0,1,2,0,6,0.39,4,0,0,0,2,0,2023-2024
156,Krépin Diatta,SEN,"['DF', 'FW']",Monaco,24,1999,13.4,41,3.06,34,4,2,0,1,0,8,0.60,7,0,1,0,0,0,2023-2024
157,Mory Diaw,SEN,['GK'],Clermont Foot,30,1993,30.0,7,0.23,6,1,0,0,0,0,1,0.03,1,0,0,0,0,0,2023-2024
158,Mahamadou Diawara,FRA,['MF'],Lyon,18,2005,4.0,9,2.26,6,0,0,1,2,0,1,0.25,0,0,0,1,0,0,2023-2024
159,Bamba Dieng,SEN,['FW'],Lorient,23,2000,6.1,19,3.11,9,0,1,3,6,0,4,0.65,2,0,0,2,0,0,2023-2024
160,Guillaume Dietsch,FRA,['GK'],Metz,22,2001,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
161,Sinaly Diomande,CIV,['DF'],Lyon,22,2001,9.9,6,0.61,5,0,0,1,0,0,1,0.10,1,0,0,0,0,0,2023-2024
162,Edan Diop,FRA,"['MF', 'DF']",Monaco,18,2004,1.8,1,0.55,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
163,Sofiane Diop,MAR,['FW'],Nice,23,2000,5.5,17,3.07,14,0,1,1,1,0,0,0.00,0,0,0,0,0,0,2023-2024
164,Andy Diouf,FRA,['MF'],Lens,20,2003,14.6,51,3.49,31,10,5,2,2,1,2,0.14,2,0,0,0,0,0,2023-2024
165,Yehvann Diouf,SEN,['GK'],Reims,23,1999,34.0,4,0.12,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
166,Chaim El Djebali,TUN,['MF'],Lyon,19,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
167,Jeremy Doku,BEL,['FW'],Rennes,21,2002,1.2,9,7.23,5,0,2,2,0,0,0,0.00,0,0,0,0,0,0,2023-2024
168,Gianluigi Donnarumma,ITA,['GK'],Paris S-G,24,1999,24.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2023-2024
169,Siriné Doucouré,MLI,['FW'],Lorient,21,2002,4.7,13,2.78,11,0,1,1,0,0,4,0.86,4,0,0,0,0,0,2023-2024
170,Désiré Doué,FRA,"['MF', 'FW']",Rennes,18,2005,18.1,88,4.87,56,4,14,4,7,3,12,0.66,6,0,3,1,1,1,2023-2024
171,Guela Doué,CIV,['DF'],Rennes,20,2002,13.7,39,2.84,28,2,2,3,3,1,8,0.58,6,0,0,0,2,0,2023-2024
172,Douglas,BRA,['MF'],Nantes,26,1997,19.7,37,1.88,26,5,0,1,3,2,2,0.10,2,0,0,0,0,0,2023-2024
173,Ismaël Doukouré,FRA,"['MF', 'DF']",Strasbourg,20,2003,18.4,24,1.30,19,1,0,0,1,3,0,0.00,0,0,0,0,0,0,2023-2024
174,Kamory Doumbia,MLI,['MF'],Brest,20,2003,9.8,27,2.76,22,0,2,3,0,0,7,0.72,7,0,0,0,0,0,2023-2024
