Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,challenges_Tkl,challenges_Att,challenges_Tkl%,challenges_Lost,Blocks,blocked_Sh,blocked_Pass,Int,Tkl+Int,Clr,Err,Season
18,Pontus Almqvist,SWE,"['FW', 'MF']",Parma,25,1999,12.4,17,13,7,7,3,8,17,47.1,9,13,0,13,19,36,8,0,2024-2025
19,Giorgio Altare,ITA,['DF'],Venezia,25,1998,8.4,13,12,8,3,2,8,15,53.3,7,21,11,10,17,30,49,0,2024-2025
20,Sofyan Amrabat,MAR,['MF'],Fiorentina,27,1996,2.0,3,2,1,2,0,2,2,100.0,0,1,1,0,0,3,2,0,2024-2025
21,Angeliño,ESP,['DF'],Roma,27,1997,35.3,46,24,20,24,2,17,34,50.0,17,33,9,24,28,74,98,0,2024-2025
22,Lorenzo Anghelè,ITA,['FW'],Juventus,19,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2024-2025
23,Faustino Anjorin,ENG,['MF'],Empoli,22,2001,12.4,29,13,9,14,6,9,18,50.0,9,18,3,15,13,42,20,0,2024-2025
24,Marko Arnautović,AUT,['FW'],Inter,35,1989,6.1,7,6,1,3,3,3,5,60.0,2,3,0,3,1,8,1,0,2024-2025
25,Kristjan Asllani,ALB,['MF'],Inter,22,2002,11.0,14,3,8,4,2,8,22,36.4,14,8,1,7,9,23,13,1,2024-2025
26,Arthur Atta,FRA,"['MF', 'FW']",Udinese,21,2003,13.9,20,12,9,10,1,10,15,66.7,5,9,5,4,7,27,15,1,2024-2025
27,Emil Audero,IDN,['GK'],Como,27,1997,8.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,1,2024-2025
28,Tommaso Augello,ITA,['DF'],Cagliari,29,1994,30.1,49,28,28,17,4,30,43,69.8,13,23,8,15,16,65,109,2,2024-2025
29,Carlos Augusto,BRA,['DF'],Inter,25,1999,18.8,29,14,12,11,6,12,19,63.2,7,21,9,12,9,38,50,0,2024-2025
30,Yann Aurel Bisseck,GER,['DF'],Inter,23,2000,18.3,17,12,11,4,2,11,16,68.8,5,23,12,11,17,34,64,1,2024-2025
31,Paulo Azzi,BRA,['DF'],Cagliari,30,1994,4.7,11,9,3,6,2,5,9,55.6,4,5,2,3,5,16,11,0,2024-2025
32,Oussama El Azzouzi,MAR,['MF'],Bologna,23,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,2024-2025
33,Jacopo Bacci,ITA,['MF'],Empoli,19,2005,0.3,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,1,0,2024-2025
34,Milan Badelj,CRO,['MF'],Genoa,35,1989,16.4,29,16,14,10,5,15,35,42.9,20,19,7,12,20,49,43,0,2024-2025
35,Mitchel Bakker,NED,['MF'],Atalanta,24,2000,0.2,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,2024-2025
36,Tommaso Baldanzi,ITA,"['MF', 'FW']",Roma,21,2003,9.2,12,4,5,4,3,4,12,33.3,8,4,0,4,6,18,8,0,2024-2025
37,Keita Baldé,SEN,['FW'],Monza,29,1995,7.1,1,1,0,1,0,1,2,50.0,1,4,0,4,2,3,0,0,2024-2025
38,Botond Balogh,HUN,['DF'],Parma,22,2002,22.8,36,16,22,13,1,20,28,71.4,8,34,26,8,25,61,141,2,2024-2025
39,Mario Balotelli,ITA,"['FW', 'MF']",Genoa,33,1990,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,2024-2025
40,Lameck Banda,ZAM,"['FW', 'MF']",Lecce,23,2001,6.8,8,5,4,2,2,3,12,25.0,9,7,0,7,2,10,8,1,2024-2025
41,Daniel Bandeira,POR,['MF'],Hellas Verona,24,2000,4.5,4,0,1,3,0,3,6,50.0,3,2,1,1,6,10,8,0,2024-2025
42,Mattia Bani,ITA,['DF'],Genoa,30,1993,16.7,19,10,11,6,2,7,11,63.6,4,13,8,5,22,41,85,2,2024-2025
43,Antonín Barák,CZE,['MF'],Fiorentina,29,1994,0.6,2,0,0,2,0,0,2,0.0,2,1,1,0,0,2,0,0,2024-2025
44,Federico Barba,ITA,['DF'],Como,30,1993,4.8,2,2,1,1,0,1,4,25.0,3,2,2,0,4,6,15,0,2024-2025
45,Nicolò Barella,ITA,['MF'],Inter,27,1997,27.7,50,31,19,20,11,26,59,44.1,33,26,3,23,12,62,16,1,2024-2025
46,Davide Bartesaghi,ITA,['DF'],Milan,18,2005,1.3,4,2,1,1,2,4,4,100.0,0,1,1,0,3,7,1,0,2024-2025
47,Federico Baschirotto,ITA,['DF'],Lecce,27,1996,38.0,37,25,30,5,2,22,28,78.6,6,44,32,12,23,60,237,2,2024-2025
48,Daniele Baselli,ITA,['MF'],Como,32,1992,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,2024-2025
49,Alessandro Bastoni,ITA,['DF'],Inter,25,1999,26.7,46,24,26,14,6,20,30,66.7,10,25,13,12,22,68,52,1,2024-2025
50,Reda Belahyane,MAR,['MF'],Hellas Verona,20,2004,18.4,36,26,16,13,7,13,17,76.5,4,20,9,11,10,46,22,1,2024-2025
51,Reda Belahyane,MAR,['MF'],Lazio,20,2004,2.2,8,6,8,0,0,6,6,100.0,0,3,2,1,1,9,5,0,2024-2025
52,Raoul Bellanova,ITA,['DF'],Torino,24,2000,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,2024-2025
53,Raoul Bellanova,ITA,['DF'],Atalanta,24,2000,26.7,24,14,8,13,3,13,21,61.9,8,12,3,9,18,42,45,0,2024-2025
54,Andrea Belotti,ITA,['FW'],Como,30,1993,6.6,7,5,1,4,2,1,4,25.0,3,4,0,4,1,8,8,0,2024-2025
55,Lucas Beltrán,ARG,"['FW', 'MF']",Fiorentina,23,2001,21.7,23,10,10,7,6,7,21,33.3,14,15,2,13,5,28,14,0,2024-2025
56,Adrian Benedyczak,POL,"['FW', 'MF']",Parma,23,2000,2.4,0,0,0,0,0,0,1,0.0,1,3,1,2,0,0,8,0,2024-2025
57,Ismaël Bennacer,ALG,['MF'],Milan,26,1997,3.3,5,4,1,3,1,1,7,14.3,6,5,3,2,3,8,1,0,2024-2025
58,Medon Berisha,ALB,['MF'],Lecce,20,2003,8.0,12,8,7,3,2,4,8,50.0,4,6,0,6,11,23,5,2,2024-2025
59,Adrian Bernabe,ESP,['MF'],Parma,23,2001,16.1,29,18,16,9,4,14,32,43.8,18,22,9,13,7,36,26,1,2024-2025
60,Antoine Bernede,FRA,['MF'],Hellas Verona,25,1999,6.6,15,8,4,9,2,10,16,62.5,6,6,1,5,5,20,3,0,2024-2025
61,Sam Beukema,NED,['DF'],Bologna,25,1998,33.5,54,29,27,24,3,22,41,53.7,19,36,21,15,30,84,111,0,2024-2025
62,Alessandro Bianco,ITA,['MF'],Monza,21,2002,28.9,51,28,26,17,8,27,41,65.9,14,40,14,26,22,73,53,4,2024-2025
63,Alessandro Bianco,ITA,['MF'],Fiorentina,21,2002,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,2024-2025
64,Jaka Bijol,SVN,['DF'],Udinese,25,1999,32.9,43,25,32,10,1,21,40,52.5,19,38,18,20,38,81,182,1,2024-2025
65,Philip Billing,DEN,['MF'],Napoli,28,1996,2.2,9,6,4,4,1,1,4,25.0,3,4,1,3,4,13,6,0,2024-2025
66,Cristiano Biraghi,ITA,['DF'],Torino,31,1992,12.9,16,10,9,3,4,11,18,61.1,7,15,4,11,8,24,44,0,2024-2025
67,Cristiano Biraghi,ITA,['DF'],Fiorentina,31,1992,4.8,4,4,1,3,0,2,7,28.6,5,2,0,2,4,8,11,0,2024-2025
68,Samuele Birindelli,ITA,"['DF', 'MF']",Monza,25,1999,16.3,22,15,13,4,5,6,14,42.9,8,15,2,13,10,32,34,2,2024-2025
69,Bjarki Bjarkason,ISL,"['DF', 'MF']",Venezia,24,2000,1.8,3,2,2,1,0,1,2,50.0,1,1,0,1,2,5,4,0,2024-2025
70,Emil Bohinen,NOR,['MF'],Genoa,25,1999,1.8,4,4,3,0,1,2,5,40.0,3,2,0,2,1,5,6,0,2024-2025
71,Warren Bondo,FRA,['MF'],Monza,20,2003,18.0,35,24,19,12,4,13,19,68.4,6,16,6,10,5,40,8,4,2024-2025
72,Warren Bondo,FRA,['MF'],Milan,20,2003,1.8,5,3,4,1,0,3,3,100.0,0,1,0,1,0,5,2,0,2024-2025
73,Kevin Bonifazi,ITA,['DF'],Lecce,28,1996,0.7,1,1,1,0,0,1,1,100.0,0,1,1,0,2,3,3,0,2024-2025
74,Ange-Yoan Bonny,FRA,['FW'],Parma,20,2003,28.1,34,16,4,23,7,8,14,57.1,6,17,2,15,3,37,17,0,2024-2025
75,Edoardo Bove,ITA,"['MF', 'FW']",Fiorentina,22,2002,9.5,24,17,7,14,3,14,28,50.0,14,12,0,12,6,30,8,0,2024-2025
76,Domagoj Bradarić,CRO,['DF'],Hellas Verona,24,1999,21.5,36,28,21,11,4,18,29,62.1,11,17,4,13,15,51,49,1,2024-2025
77,Matthias Braunöder,AUT,['MF'],Como,22,2002,3.0,10,4,6,3,1,7,11,63.6,4,3,0,3,2,12,4,1,2024-2025
78,Iker Bravo,ESP,"['FW', 'MF']",Udinese,19,2005,7.6,10,6,3,5,2,5,9,55.6,4,4,1,3,1,11,4,0,2024-2025
79,Gleison Bremer,BRA,['DF'],Juventus,27,1997,6.0,15,7,9,5,1,4,5,80.0,1,15,11,4,6,21,16,0,2024-2025
80,Brenner,BRA,"['MF', 'FW']",Udinese,24,2000,4.3,6,4,2,3,1,3,8,37.5,5,4,0,4,1,7,6,0,2024-2025
81,Marco Brescianini,ITA,['MF'],Atalanta,24,2000,11.0,18,11,5,9,4,8,10,80.0,2,15,2,13,2,20,6,0,2024-2025
82,Arvid Brorsson,SWE,['DF'],Monza,25,1999,4.0,4,3,2,2,0,2,5,40.0,3,9,8,1,2,6,35,1,2024-2025
83,Tajon Buchanan,CAN,"['DF', 'FW']",Inter,25,1999,1.1,3,0,2,0,1,1,2,50.0,1,0,0,0,0,3,3,0,2024-2025
84,Alessandro Buongiorno,ITA,['DF'],Napoli,25,1999,21.4,39,23,26,12,1,24,32,75.0,8,30,18,12,35,74,73,2,2024-2025
85,Rareș-Cătălin Burnete,ROU,['FW'],Lecce,20,2004,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,2024-2025
86,Gianluca Busio,USA,['MF'],Venezia,22,2002,28.0,46,31,24,12,10,20,47,42.6,27,36,8,28,19,65,52,0,2024-2025
87,Jean Butez,FRA,['GK'],Como,29,1995,18.5,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,18,1,2024-2025
88,Liberato Cacace,NZL,"['MF', 'DF']",Empoli,23,2000,24.8,37,25,20,13,4,22,31,71.0,9,26,9,17,22,59,59,0,2024-2025
89,Alessio Cacciamani,ITA,"['MF', 'DF']",Torino,17,2007,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,2024-2025
90,Davide Calabria,ITA,['DF'],Bologna,27,1996,7.0,12,8,5,5,2,5,12,41.7,7,4,0,4,3,15,22,1,2024-2025
91,Davide Calabria,ITA,['DF'],Milan,27,1996,3.5,10,7,10,0,0,4,7,57.1,3,1,0,1,8,18,8,0,2024-2025
92,Luca Caldirola,ITA,['DF'],Monza,33,1991,9.7,11,7,8,3,0,4,7,57.1,3,9,6,3,11,22,43,1,2024-2025
93,Hakan Çalhanoğlu,TUR,['MF'],Inter,30,1994,21.6,43,23,7,23,13,21,36,58.3,15,17,8,9,18,61,24,0,2024-2025
94,Drissa Camara,CIV,"['MF', 'FW']",Parma,22,2002,5.0,9,7,2,6,1,1,10,10.0,9,8,0,8,3,12,1,0,2024-2025
95,Francesco Camarda,ITA,"['FW', 'MF']",Milan,16,2008,2.3,5,2,0,2,3,2,6,33.3,4,2,1,1,0,5,3,0,2024-2025
96,Nicolò Cambiaghi,ITA,['FW'],Bologna,23,2000,6.9,16,10,6,7,3,5,10,50.0,5,9,0,9,2,18,2,0,2024-2025
97,Andrea Cambiaso,ITA,"['DF', 'FW']",Juventus,24,2000,24.7,46,30,27,13,6,27,44,61.4,17,24,4,20,16,62,34,5,2024-2025
98,Thomas Campaniello,ITA,['FW'],Empoli,16,2008,0.3,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,2024-2025
99,Matteo Cancellieri,ITA,"['FW', 'MF']",Parma,22,2002,15.8,26,16,15,9,2,11,32,34.4,21,15,1,14,13,39,30,0,2024-2025
100,Fali Candé,GNB,['DF'],Venezia,26,1998,17.0,25,19,14,10,1,16,23,69.6,7,21,15,6,15,40,90,2,2024-2025
101,Antonio Candela,ITA,['DF'],Venezia,24,2000,11.2,31,21,13,11,7,18,26,69.2,8,7,5,2,8,39,22,2,2024-2025
102,Gianluca Caprari,ITA,"['MF', 'FW']",Monza,31,1993,18.3,19,11,8,8,3,7,14,50.0,7,14,0,14,8,27,2,1,2024-2025
103,Elia Caprile,ITA,['GK'],Cagliari,22,2001,18.0,1,0,1,0,0,0,2,0.0,2,0,0,0,0,1,9,1,2024-2025
104,Elia Caprile,ITA,['GK'],Napoli,22,2001,3.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,2024-2025
105,Francesco Caputo,ITA,['FW'],Empoli,36,1987,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2024-2025
106,Maxence Caqueret,FRA,['MF'],Como,24,2000,12.1,36,21,14,18,4,20,38,52.6,18,15,1,14,7,43,4,1,2024-2025
107,Andrea Carboni,ITA,['DF'],Monza,23,2001,24.3,60,35,39,17,4,35,53,66.0,18,31,16,15,27,87,106,4,2024-2025
108,Franco Carboni,ITA,['DF'],Venezia,21,2003,2.5,5,3,5,0,0,5,8,62.5,3,1,1,0,0,5,11,0,2024-2025
109,Marco Carnesecchi,ITA,['GK'],Atalanta,24,2000,34.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,26,2,2024-2025
110,Cesare Casadei,ITA,['MF'],Torino,21,2003,11.3,12,5,4,8,0,5,10,50.0,5,4,2,2,5,17,26,0,2024-2025
111,Nicolò Casale,ITA,['DF'],Bologna,26,1998,10.0,11,5,4,6,1,5,10,50.0,5,15,7,8,17,28,43,3,2024-2025
112,Nicolò Casale,ITA,['DF'],Lazio,26,1998,1.5,5,3,4,1,0,0,0,,0,4,3,1,1,6,2,0,2024-2025
113,Federico Cassa,ITA,"['MF', 'FW']",Atalanta,18,2006,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,2024-2025
114,Valentín Castellanos,ARG,['FW'],Lazio,25,1998,26.5,13,6,2,4,7,1,10,10.0,9,18,2,16,6,19,25,0,2024-2025
115,Santiago Castro,ARG,['FW'],Bologna,19,2004,25.5,18,10,4,9,5,6,17,35.3,11,13,2,11,3,21,20,0,2024-2025
116,Gaetano Castrovilli,ITA,['MF'],Monza,27,1997,6.6,12,7,10,2,0,4,11,36.4,7,8,2,6,2,14,9,0,2024-2025
117,Gaetano Castrovilli,ITA,"['MF', 'FW']",Lazio,27,1997,1.6,5,2,3,1,1,2,4,50.0,2,3,0,3,3,8,1,0,2024-2025
118,Danilo Cataldi,ITA,['MF'],Fiorentina,29,1994,19.2,25,16,13,10,2,14,27,51.9,13,17,8,9,22,47,35,0,2024-2025
119,Zeki Çelik,TUR,['DF'],Roma,27,1997,25.1,62,37,21,31,10,23,43,53.5,20,28,9,19,15,77,84,3,2024-2025
120,Alberto Cerri,ITA,['FW'],Como,28,1996,1.0,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0,2024-2025
121,Gabriel Charpentier,CGO,['FW'],Parma,25,1999,3.0,4,3,2,1,1,3,4,75.0,1,3,0,3,0,4,9,0,2024-2025
122,Walid Cheddira,MAR,['FW'],Napoli,26,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2024-2025
123,Leandro Chichizola,ARG,['GK'],Parma,34,1990,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,2024-2025
124,Samuel Chukwueze,NGA,"['FW', 'MF']",Milan,25,1999,10.3,17,11,7,6,4,5,19,26.3,14,3,0,3,2,19,9,0,2024-2025
125,Aaron Ciammaglichella,ITA,['MF'],Torino,19,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2024-2025
126,Giuseppe Ciocci,ITA,['GK'],Cagliari,22,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2024-2025
127,Alessandro Circati,AUS,['DF'],Parma,20,2003,6.0,7,5,6,1,0,1,2,50.0,1,5,4,1,3,10,42,1,2024-2025
128,Alphadjo Cissè,ITA,"['FW', 'MF']",Hellas Verona,17,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2024-2025
129,Patrick Ciurria,ITA,"['MF', 'DF']",Monza,29,1995,12.3,22,14,11,7,4,4,11,36.4,7,13,3,10,6,28,22,0,2024-2025
130,Saúl Coco,EQG,['DF'],Torino,25,1999,31.6,46,26,31,14,1,19,30,63.3,11,49,31,18,38,84,157,4,2024-2025
131,Lorenzo Colombo,ITA,"['FW', 'MF']",Empoli,22,2002,24.8,31,14,7,16,8,7,21,33.3,14,33,2,31,2,33,16,1,2024-2025
132,Andrea Colpani,ITA,"['FW', 'MF']",Fiorentina,25,1999,16.1,15,9,5,7,3,4,12,33.3,8,7,0,7,9,24,10,0,2024-2025
133,Florinel Coman,ROU,"['FW', 'MF']",Cagliari,26,1998,2.9,5,3,3,1,1,2,2,100.0,0,2,0,2,1,6,3,0,2024-2025
134,Pietro Comuzzo,ITA,['DF'],Fiorentina,19,2005,24.4,43,21,29,11,3,23,29,79.3,6,35,22,13,29,72,113,4,2024-2025
135,Francisco Conceição,POR,"['FW', 'MF']",Juventus,21,2002,14.9,23,14,6,9,8,13,30,43.3,17,7,0,7,6,29,6,0,2024-2025
136,Diego Coppola,ITA,['DF'],Hellas Verona,20,2003,32.5,66,36,48,14,4,28,40,70.0,12,44,24,20,72,138,194,2,2024-2025
137,Maxwel Cornet,CIV,"['FW', 'MF']",Genoa,27,1996,2.7,2,1,1,0,1,0,1,0.0,1,1,1,0,2,4,2,0,2024-2025
138,Joaquín Correa,ARG,"['FW', 'MF']",Inter,29,1994,8.1,11,5,4,7,0,4,13,30.8,9,3,0,3,0,11,6,0,2024-2025
139,Alberto costa,POR,['DF'],Juventus,20,2003,4.0,14,10,7,5,2,7,9,77.8,2,5,1,4,4,18,14,0,2024-2025
140,Lassana Coulibaly,MLI,['MF'],Lecce,28,1996,29.6,48,29,16,28,4,24,61,39.3,37,45,12,33,18,66,46,1,2024-2025
141,Woyo Coulibaly,MLI,['DF'],Parma,25,1999,12.0,13,10,9,2,2,5,11,45.5,6,19,2,17,8,21,25,0,2024-2025
142,Bryan Cristante,ITA,['MF'],Roma,29,1995,22.7,48,29,18,24,6,15,26,57.7,11,20,10,10,19,67,36,1,2024-2025
143,Domen Črnigoj,SVN,['MF'],Venezia,28,1995,1.5,4,2,0,1,3,1,2,50.0,1,5,2,3,4,8,4,0,2024-2025
144,Juan Cuadrado,COL,"['DF', 'MF']",Atalanta,36,1988,9.2,19,9,9,6,4,11,23,47.8,12,14,2,12,7,26,9,0,2024-2025
145,Patrick Cutrone,ITA,['FW'],Como,26,1998,22.7,16,11,0,10,6,7,14,50.0,7,11,0,11,5,21,7,0,2024-2025
146,Wylan Cyprien,FRA,['MF'],Parma,29,1995,0.3,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,2024-2025
147,Danilo D'Ambrosio,ITA,['DF'],Monza,35,1988,12.2,28,15,17,10,1,14,23,60.9,9,12,8,4,15,43,36,2,2024-2025
148,Lucas Da Cunha,FRA,['MF'],Como,23,2001,29.0,45,25,17,19,9,20,39,51.3,19,18,3,15,17,62,30,1,2024-2025
149,Samuel Dahl,SWE,"['DF', 'MF']",Roma,24,2000,0.5,2,2,0,2,0,1,2,50.0,1,2,0,2,0,2,0,0,2024-2025
150,Thijs Dallinga,NED,['FW'],Bologna,23,2000,12.8,10,5,0,4,6,3,3,100.0,0,10,1,9,1,11,13,1,2024-2025
151,Maat Daniel Caprini,ITA,['FW'],Fiorentina,18,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2024-2025
152,Flavius Daniliuc,AUT,['DF'],Hellas Verona,23,2001,11.2,26,21,14,9,3,15,24,62.5,9,10,3,7,7,33,27,0,2024-2025
153,Danilo,BRA,['DF'],Juventus,33,1991,6.5,10,4,7,2,1,5,10,50.0,5,4,3,1,9,19,21,1,2024-2025
154,Matteo Darmian,ITA,['DF'],Inter,34,1989,19.8,28,17,12,12,4,14,25,56.0,11,14,6,8,10,38,39,0,2024-2025
155,Juan David Cabal,COL,['DF'],Juventus,23,2001,5.1,10,4,7,3,0,8,12,66.7,4,2,0,2,2,12,14,1,2024-2025
156,Keinan Davis,ENG,['FW'],Udinese,26,1998,11.8,9,4,1,4,4,3,6,50.0,3,2,1,1,1,10,5,0,2024-2025
157,Paweł Dawidowicz,POL,"['DF', 'MF']",Hellas Verona,29,1995,20.5,45,24,20,22,3,18,27,66.7,9,16,6,10,20,65,70,2,2024-2025
158,Charles De Ketelaere,BEL,"['MF', 'FW']",Atalanta,23,2001,23.0,13,9,2,9,2,4,15,26.7,11,14,3,11,3,16,9,1,2024-2025
159,Mattia De Sciglio,ITA,['DF'],Empoli,31,1992,8.5,18,13,10,8,0,14,17,82.4,3,10,3,7,8,26,35,1,2024-2025
160,Lorenzo De Silvestri,ITA,['DF'],Bologna,36,1988,11.8,11,6,7,1,3,7,16,43.8,9,12,4,8,10,21,32,0,2024-2025
161,Koni De Winter,BEL,['DF'],Genoa,22,2002,23.7,33,19,21,8,4,17,25,68.0,8,11,7,4,25,58,118,3,2024-2025
162,Alessandro Deiola,ITA,['MF'],Cagliari,28,1995,15.9,31,20,11,17,3,10,32,31.3,22,26,12,14,13,44,38,0,2024-2025
163,Enrico Del Prato,ITA,['DF'],Parma,24,1999,32.7,33,17,24,8,1,19,26,73.1,7,69,35,34,19,52,132,2,2024-2025
164,Fisayo Dele-Bashiru,NGA,"['MF', 'FW']",Lazio,23,2001,10.5,10,6,3,3,4,2,6,33.3,4,10,2,8,4,14,5,0,2024-2025
165,Ali Dembélé,FRA,['DF'],Torino,20,2004,4.3,9,5,6,3,0,4,4,100.0,0,6,2,4,1,10,11,1,2024-2025
166,Michele Di Gregorio,ITA,['GK'],Juventus,27,1997,33.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,14,0,2024-2025
167,Giovanni Di Lorenzo,ITA,['DF'],Napoli,30,1993,37.0,66,44,35,25,6,42,65,64.6,23,19,6,13,31,97,85,1,2024-2025
168,Boulaye Dia,SEN,"['MF', 'FW']",Lazio,27,1996,24.2,22,10,5,12,5,7,16,43.8,9,12,1,11,6,28,16,1,2024-2025
169,Assane Diao,SEN,"['FW', 'MF']",Como,18,2005,13.9,25,14,9,10,6,12,28,42.9,16,8,1,7,3,28,19,0,2024-2025
170,Federico Dimarco,ITA,"['DF', 'FW']",Inter,26,1997,24.2,25,14,10,12,3,10,19,52.6,9,24,4,20,14,39,33,2,2024-2025
171,Berat Djimsiti,ALB,['DF'],Atalanta,31,1993,29.3,53,33,29,23,1,29,40,72.5,11,34,21,13,40,93,141,2,2024-2025
172,Dodô,BRA,['DF'],Fiorentina,25,1998,34.6,44,30,25,11,8,25,49,51.0,24,22,5,17,35,79,58,2,2024-2025
173,Benjamín Domínguez,ARG,['FW'],Bologna,20,2003,14.2,18,7,2,11,5,6,20,30.0,14,15,1,14,4,22,7,0,2024-2025
174,Patrick Dorgu,DEN,"['DF', 'FW']",Lecce,19,2004,20.4,45,27,21,19,5,23,45,51.1,22,24,6,18,18,63,42,2,2024-2025
175,Alberto Dossena,ITA,['DF'],Como,25,1998,20.3,33,20,23,8,2,16,28,57.1,12,22,11,11,22,55,89,1,2024-2025
176,Issa Doumbia,ITA,['MF'],Venezia,20,2003,10.4,14,8,6,7,1,7,17,41.2,10,17,5,12,9,23,14,1,2024-2025
177,Anastasios Douvikas,GRE,['FW'],Como,24,1999,6.4,3,2,0,3,0,1,4,25.0,3,3,0,3,1,4,3,0,2024-2025
178,Artem Dovbyk,UKR,['FW'],Roma,27,1997,26.9,4,2,0,1,3,0,4,0.0,4,10,3,7,2,6,12,0,2024-2025
179,Ondrej Duda,SVK,['MF'],Hellas Verona,29,1994,26.6,46,27,21,22,3,29,64,45.3,35,28,9,19,31,77,30,4,2024-2025
180,Denzel Dumfries,NED,"['DF', 'FW']",Inter,28,1996,21.7,25,18,12,9,4,14,27,51.9,13,31,8,23,6,31,26,1,2024-2025
181,Alfred Duncan,GHA,['MF'],Venezia,31,1993,10.6,17,8,4,11,2,5,14,35.7,9,7,2,5,8,25,8,0,2024-2025
