player_name,player_age,player_nationality,player_position,market_value,from_club,to_club,transfer_fee,transfer_season
Balthazar Pierret,24,['France'],DM,€1.00m,Quevilly - Rouen Métropole,US Lecce,free transfer,24/25
Tete Morente,27,['Spain'],LW,€2.50m,Elche CF,US Lecce,free transfer,24/25
Ante Rebić,30,['Croatia'],LW,€2.20m,Besiktas JK,US Lecce,free transfer,24/25
Patrick Dorgu,20,"['Denmark', 'Nigeria']",LB,€20.00m,US Lecce,Manchester United,€30.00m,24/25
Valentin Gendrey,24,"['France', 'Guadeloupe']",RB,€7.00m,US Lecce,TSG 1899 Hoffenheim,€8.50m,24/25
Gabriel Strefezza,27,"['Brazil', 'Italy']",RW,€6.00m,US Lecce,Como 1907,€3.50m,24/25
Alexis Blin,27,['France'],DM,€3.00m,US Lecce,Palermo FC,€1.50m,24/25
Dario Daka,20,"['Albania', 'Italy']",RW,€75k,US Lecce,FC Trapani 1905,free transfer,24/25
Zinedin Smajlović,20,"['Sweden', 'Bosnia-Herzegovina']",CB,€100k,US Lecce,Sandvikens IF,free transfer,24/25
Federico Brancolini,23,['Italy'],GK,€200k,US Lecce,FC Empoli,free transfer,24/25
Lorenzo Venuti,29,['Italy'],RB,€1.20m,US Lecce,UC Sampdoria,free transfer,24/25
Antonino Viola,21,['Italy'],GK,€150k,US Lecce,ASD Team Altamura,?,24/25
Marcin Listkowski,26,['Poland'],AM,€200k,US Lecce,Jagiellonia Bialystok,?,24/25
Kastriot Dermaku,32,"['Albania', 'Italy']",CB,€250k,US Lecce,Retired,-,24/25
Lorenzo Lucca,23,['Italy'],CF,€12.00m,Pisa Sporting Club,Udinese Calcio,€8.00m,24/25
Jurgen Ekkelenkamp,24,['Netherlands'],CM,€4.50m,Royal Antwerp FC,Udinese Calcio,€5.35m,24/25
Damián Pizarro,19,['Chile'],CF,€6.50m,CSD Colo-Colo,Udinese Calcio,€3.50m,24/25
Răzvan Sava,22,['Romania'],GK,€2.00m,CFR Cluj,Udinese Calcio,€2.50m,24/25
Rui Modesto,24,"['Angola', 'Portugal']",RB,€2.00m,AIK,Udinese Calcio,€2.00m,24/25
Jesper Karlström,29,['Sweden'],DM,€1.80m,Lech Poznan,Udinese Calcio,€2.00m,24/25
Iker Bravo,19,['Spain'],CF,€500k,Bayer 04 Leverkusen,Udinese Calcio,€600k,24/25
Gonçalo Esteves,20,['Portugal'],RB,€1.30m,Sporting CP B,Udinese Calcio,free transfer,24/25
Egil Selvik,27,['Norway'],GK,€1.70m,FK Haugesund,Udinese Calcio,free transfer,24/25
Sekou Diawara,20,"['Belgium', 'Guinea']",CF,€200k,Francs Borains,Udinese Calcio,?,24/25
Vakoun Bayo,27,"[""Cote d'Ivoire""]",CF,€2.80m,Watford FC,Udinese Calcio,?,24/25
Oumar Solet,24,"['France', ""Cote d'Ivoire""]",CB,€8.00m,Without Club,Udinese Calcio,-,24/25
Matheus Martins,21,['Brazil'],LW,€7.00m,Udinese Calcio,Botafogo de Futebol e Regatas,€10.00m,24/25
Walace,29,['Brazil'],DM,€6.00m,Udinese Calcio,Cruzeiro Esporte Clube,€8.00m,24/25
Festy Ebosele,22,"['Ireland', 'Nigeria']",RB,€6.00m,Udinese Calcio,Basaksehir FK,€1.50m,24/25
Domingos Quina,24,"['Portugal', 'Guinea-Bissau']",CM,€1.50m,Udinese Calcio,Pafos FC,€600k,24/25
Antonio Tikvic,20,"['Croatia', 'Germany']",CB,€700k,Udinese Calcio,Watford FC,€300k,24/25
Roberto Pereyra,33,['Argentina'],CM,€2.00m,Udinese Calcio,AEK Athens,free transfer,24/25
Axel Guessand,20,"['France', ""Cote d'Ivoire""]",CB,€500k,Udinese Calcio,Kristiansund BK,?,24/25
Egil Selvik,27,['Norway'],GK,€1.70m,Udinese Calcio,Watford FC,?,24/25
Sekou Diawara,20,"['Belgium', 'Guinea']",CF,€250k,Udinese Calcio,Francs Borains,?,24/25
Leonardo Buta,22,"['Portugal', 'Angola']",LB,€3.00m,Udinese Calcio,Moreirense FC,?,24/25
Marco Silvestri,33,['Italy'],GK,€1.00m,Udinese Calcio,UC Sampdoria,?,24/25
Gerard Deulofeu,30,['Spain'],CF,€1.00m,Udinese Calcio,Without Club,-,24/25
Filip Benkovic,27,['Croatia'],CB,€1.80m,Udinese Calcio,Without Club,-,24/25
Isaac Success,28,['Nigeria'],CF,€2.50m,Udinese Calcio,Without Club,-,24/25
Sebastiano Luperto,27,['Italy'],CB,€3.50m,FC Empoli,Cagliari Calcio,€3.50m,24/25
Mattia Felici,23,['Italy'],LW,€500k,Feralpisalò,Cagliari Calcio,€2.00m,24/25
Alen Sherri,26,['Albania'],GK,€350k,KF Egnatia,Cagliari Calcio,€300k,24/25
Alberto Dossena,25,['Italy'],CB,€5.00m,Cagliari Calcio,Como 1907,€8.50m,24/25
Giorgio Altare,25,['Italy'],CB,€2.00m,Cagliari Calcio,Venezia FC,€1.50m,24/25
Christos Kourfalidis,21,['Greece'],CM,€800k,Cagliari Calcio,Cosenza Calcio,€250k,24/25
Isaías Delpupo,21,"['Argentina', 'Italy']",AM,€700k,Cagliari Calcio,Sint-Truidense VV,€200k,24/25
Gianluca Contini,23,['Italy'],CF,€125k,Cagliari Calcio,Virtusvecomp Verona,free transfer,24/25
Gianluca Lapadula,34,"['Peru', 'Italy']",CF,€1.00m,Cagliari Calcio,Spezia Calcio,free transfer,24/25
Francesco Zallu,21,['Italy'],RB,€75k,Cagliari Calcio,AS Gubbio 1910,free transfer,24/25
Nahitan Nández,28,"['Uruguay', 'Italy']",CM,€5.00m,Cagliari Calcio,Al-Qadsiah FC,free transfer,24/25
Christian Travaglini,24,['Italy'],CB,€125k,Cagliari Calcio,Aurora Pro Patria,?,24/25
Jacopo Desogus,21,['Italy'],LW,€200k,Cagliari Calcio,AS Cittadella,?,24/25
Salvatore Boccia,23,['Italy'],CB,€175k,Cagliari Calcio,Arzignano Valchiampo,?,24/25
Paulo Azzi,30,"['Brazil', 'Syria']",LM,€1.00m,Cagliari Calcio,US Cremonese,?,24/25
Marco Mancosu,35,['Italy'],AM,€400k,Cagliari Calcio,Retired,-,24/25
Simone Aresti,38,['Italy'],GK,€75k,Cagliari Calcio,Retired,-,24/25
Gastón Pereiro,29,['Uruguay'],AM,€1.00m,Cagliari Calcio,Without Club,-,24/25
Tino Anjorin,22,"['England', 'Nigeria']",AM,€700k,Chelsea FC,FC Empoli,free transfer,24/25
Marco Silvestri,33,['Italy'],GK,€500k,UC Sampdoria,FC Empoli,?,24/25
Ismaël Konaté,18,"['Italy', ""Cote d'Ivoire""]",CF,-,Cagliari Primavera,FC Empoli,?,24/25
Viktor Kovalenko,28,['Ukraine'],AM,€1.20m,Without Club,FC Empoli,-,24/25
Samuele Angori,20,['Italy'],LM,€500k,FC Empoli,Pisa Sporting Club,€1.40m,24/25
Emmanuel Ekong,22,"['Sweden', 'Nigeria']",LW,€500k,FC Empoli,Malmö FF,€1.00m,24/25
Davide Merola,24,['Italy'],RW,€600k,FC Empoli,Delfino Pescara 1936,€150k,24/25
Giacomo Siniega,23,['Italy'],CB,€75k,FC Empoli,US Livorno 1915,free transfer,24/25
Francesco Donati,23,['Italy'],RB,€300k,FC Empoli,Ternana Calcio,free transfer,24/25
Alessandro Renzi,20,['Italy'],CM,€100k,FC Empoli,SS Arezzo,free transfer,24/25
M'Baye Niang,29,"['Senegal', 'France']",CF,€2.50m,FC Empoli,Wydad Casablanca,free transfer,24/25
Nicolò Evangelisti,21,['Italy'],CB,€150k,FC Empoli,UC AlbinoLeffe,free transfer,24/25
Riccardo Fini,20,['Italy'],LB,€50k,FC Empoli,AC Trento,?,24/25
Alessio Rossi,20,['Italy'],CM,€100k,FC Empoli,Without Club,-,24/25
Mattia Destro,33,['Italy'],CF,€500k,FC Empoli,Without Club,-,24/25
Francesco Caputo,37,['Italy'],CF,€1.00m,FC Empoli,Without Club,-,24/25
Etrit Berisha,35,"['Albania', 'Sweden']",GK,€500k,FC Empoli,Career break,-,24/25
Lorenzo Tonelli,34,['Italy'],CB,€200k,FC Empoli,Retired,-,24/25
Mandela Keita,22,"['Belgium', 'Guinea']",DM,€13.00m,Royal Antwerp FC,Parma Calcio 1913,€11.90m,24/25
Zion Suzuki,21,['Japan'],GK,€2.50m,Sint-Truidense VV,Parma Calcio 1913,€8.20m,24/25
Giovanni Leoni,17,['Italy'],CB,€4.50m,UC Sampdoria,Parma Calcio 1913,€7.90m,24/25
Jacob Ondrejka,22,['Sweden'],LW,€7.00m,Royal Antwerp FC,Parma Calcio 1913,€7.00m,24/25
Mathias Løvik,21,['Norway'],LB,€5.00m,Molde FK,Parma Calcio 1913,€6.00m,24/25
Rachid Kouda,22,"['Italy', 'Burkina Faso']",CM,€800k,Spezia Calcio,Parma Calcio 1913,€4.00m,24/25
Antoine Joujou,21,"['France', 'Guadeloupe']",LW,€1.50m,Le Havre AC,Parma Calcio 1913,€2.70m,24/25
Mateo Pellegrino,23,"['Argentina', 'Spain']",CF,€3.50m,CA Vélez Sarsfield,Parma Calcio 1913,€2.00m,24/25
Pontus Almqvist,25,['Sweden'],RW,€3.00m,FC Rostov,Parma Calcio 1913,€2.00m,24/25
Emanuele Valeri,25,['Italy'],LB,€2.30m,Frosinone Calcio,Parma Calcio 1913,free transfer,24/25
Richard Marcone,31,"['Italy', 'Romania']",GK,€225k,SS Turris Calcio,Parma Calcio 1913,?,24/25
Woyo Coulibaly,25,"['Mali', 'France']",RB,€2.00m,Parma Calcio 1913,Leicester City,€3.00m,24/25
Gennaro Tutino,27,['Italy'],CF,€3.50m,Parma Calcio 1913,Cosenza Calcio,€2.50m,24/25
Antonio Colak,30,"['Croatia', 'Germany']",CF,€2.20m,Parma Calcio 1913,Spezia Calcio,€2.50m,24/25
Stanko Juric,27,['Croatia'],DM,€2.20m,Parma Calcio 1913,Real Valladolid CF,€950k,24/25
Martin Turk,20,['Slovenia'],GK,€350k,Parma Calcio 1913,Ruch Chorzow,€150k,24/25
Stefano Palmucci,23,['Italy'],DM,-,Parma Calcio 1913,Fermana FC,free transfer,24/25
Gianluca Di Chiara,31,['Italy'],LB,€500k,Parma Calcio 1913,Frosinone Calcio,free transfer,24/25
Fabian Pavone,24,['Italy'],RW,€75k,Parma Calcio 1913,Città di Teramo 1913,free transfer,24/25
Roberto Inglese,32,['Italy'],CF,€250k,Parma Calcio 1913,Catania FC,free transfer,24/25
Vasilios Zagaritis,23,['Greece'],LB,€400k,Parma Calcio 1913,Almere City FC,free transfer,24/25
Eric Lanini,30,['Italy'],CF,€400k,Parma Calcio 1913,Benevento Calcio,free transfer,24/25
Giovanni Vaglica,21,['Italy'],LB,€100k,Parma Calcio 1913,Aurora Pro Patria,?,24/25
Wylan Cyprien,30,"['France', 'Guadeloupe']",CM,€1.00m,Parma Calcio 1913,Changchun Yatai,?,24/25
Leandro Chichizola,34,"['Argentina', 'Italy']",GK,€400k,Parma Calcio 1913,Spezia Calcio,?,24/25
Elias Cobbaut,26,['Belgium'],CB,€2.50m,Parma Calcio 1913,AC Sparta Prague,?,24/25
Nathan Buayi-Kiala,20,"['France', 'DR Congo']",DM,€200k,Parma Calcio 1913,AJ Auxerre,?,24/25
Antonello Vona,20,['Italy'],RB,€50k,Parma Calcio 1913,Latina Calcio 1932,?,24/25
Cristian Ansaldi,37,"['Argentina', 'Italy']",LB,€250k,Parma Calcio 1913,Retired,-,24/25
Daniele Iacoponi,22,['Italy'],LW,€100k,Parma Calcio 1913,Without Club,-,24/25
Maxence Caqueret,24,['France'],CM,€15.00m,Olympique Lyon,Como 1907,€15.00m,24/25
Anastasios Douvikas,25,['Greece'],CF,€5.00m,Celta de Vigo,Como 1907,€14.00m,24/25
Assane Diao,19,"['Senegal', 'Spain']",LW,€9.00m,Real Betis Balompié,Como 1907,€12.00m,24/25
Yannik Engelhardt,23,['Germany'],DM,€4.00m,Fortuna Düsseldorf,Como 1907,€8.00m,24/25
Nico Paz,19,"['Argentina', 'Spain']",AM,€10.00m,Real Madrid Castilla,Como 1907,€6.00m,24/25
Emil Audero,27,"['Indonesia', 'Italy']",GK,€5.00m,UC Sampdoria,Como 1907,€6.00m,24/25
Alieu Fadera,22,['The Gambia'],LW,€2.50m,KRC Genk,Como 1907,€5.00m,24/25
Marc Oliver Kempf,29,['Germany'],CB,€1.50m,Hertha BSC,Como 1907,€2.50m,24/25
Jean Butez,29,['France'],GK,€4.00m,Royal Antwerp FC,Como 1907,€2.10m,24/25
Iván Azón,22,['Spain'],CF,€3.00m,Real Zaragoza,Como 1907,€2.00m,24/25
Ivan Smolcic,24,['Croatia'],RB,€2.00m,HNK Rijeka,Como 1907,€1.60m,24/25
Matthias Braunöder,22,['Austria'],CM,€2.00m,Austria Vienna,Como 1907,€1.50m,24/25
Marco Curto,25,['Italy'],CB,€1.80m,FC Südtirol,Como 1907,€1.00m,24/25
Raphaël Varane,31,"['France', 'Martinique']",CB,€20.00m,Manchester United,Como 1907,free transfer,24/25
Ali Jasim,20,['Iraq'],LW,€450k,Al-Kahrbaa Club,Como 1907,free transfer,24/25
Alberto Moreno,32,['Spain'],LB,€1.80m,Villarreal CF,Como 1907,free transfer,24/25
Pepe Reina,41,['Spain'],GK,€600k,Villarreal CF,Como 1907,free transfer,24/25
Sergi Roberto,32,['Spain'],CM,€2.50m,FC Barcelona,Como 1907,free transfer,24/25
Peter Kovacik,22,['Slovakia'],RB,€1.20m,Zeleziarne Podbrezova,Como 1907,?,24/25
Dele Alli,28,"['England', 'Nigeria']",AM,€3.50m,Without Club,Como 1907,-,24/25
Adrian Semper,26,['Croatia'],GK,€2.50m,Como 1907,Pisa Sporting Club,€2.50m,24/25
Cas Odenthal,23,['Netherlands'],CB,€2.50m,Como 1907,US Sassuolo,€1.20m,24/25
Jean-Pierre Nsame,31,"['Cameroon', 'France']",CF,€1.00m,Como 1907,Legia Warszawa,€150k,24/25
Matteo Solini,31,['Italy'],CB,€200k,Como 1907,Mantova 1911,€50k,24/25
Mattia Lanzarotti,19,['Italy'],CF,€50k,Como 1907,FBC Saronno 1910,free transfer,24/25
Moutir Chajia,26,"['Belgium', 'Morocco']",RW,€400k,Como 1907,Dinamo Batumi,free transfer,24/25
Nicholas Gioacchini,24,"['United States', 'Italy']",CF,€2.00m,Como 1907,Asteras Aktor,free transfer,24/25
Tommaso Arrigoni,30,['Italy'],CM,€300k,Como 1907,FC Südtirol,?,24/25
Luca Vignali,28,['Italy'],RB,€650k,Como 1907,Spezia Calcio,?,24/25
Federico Barba,31,['Italy'],CB,€1.00m,Como 1907,FC Sion,?,24/25
Daniele Baselli,32,['Italy'],CM,€400k,Como 1907,Without Club,-,24/25
Raphaël Varane,31,"['France', 'Martinique']",CB,€20.00m,Como 1907,Retired,-,24/25
Daniel Fila,22,['Czech Republic'],CF,€1.20m,SK Slavia Prague,Venezia FC,€4.00m,24/25
Joël Schingtienne,22,"['Belgium', 'DR Congo']",CB,€2.00m,Oud-Heverlee Leuven,Venezia FC,€3.00m,24/25
John Yeboah,24,"['Ecuador', 'Germany']",AM,€2.50m,Raków Częstochowa,Venezia FC,€2.50m,24/25
Cheick Condé,24,['Guinea'],DM,€3.00m,FC Zürich,Venezia FC,€2.00m,24/25
Richie Sagrado,20,['Belgium'],RB,€2.00m,Oud-Heverlee Leuven,Venezia FC,€2.00m,24/25
Issa Doumbia,20,"['Italy', ""Cote d'Ivoire""]",CM,€500k,UC AlbinoLeffe,Venezia FC,€1.00m,24/25
Kike Pérez,27,['Spain'],CM,€2.80m,Real Valladolid CF,Venezia FC,€1.00m,24/25
Alessandro Plizzari,24,['Italy'],GK,€400k,Delfino Pescara 1936,Venezia FC,€450k,24/25
Giovanni Di Renzo,22,['Italy'],CB,€125k,Latina Calcio 1932,Venezia FC,€100k,24/25
Noah Baudouin,20,['France'],CB,€50k,Piacenza Calcio 1919,Venezia FC,free transfer,24/25
Tanner Tessmann,22,['United States'],DM,€7.00m,Venezia FC,Olympique Lyon,€6.00m,24/25
Joel Pohjanpalo,30,['Finland'],CF,€5.00m,Venezia FC,Palermo FC,€4.75m,24/25
Nicholas Pierini,26,['Italy'],RW,€1.70m,Venezia FC,US Sassuolo,€1.20m,24/25
Magnus Kofod Andersen,25,['Denmark'],CM,€1.20m,Venezia FC,AC Sparta Prague,€500k,24/25
Hilmir Rafn Mikaelsson,20,['Iceland'],CF,€600k,Venezia FC,Viking FK,€500k,24/25
Michaël Cuisance,24,['France'],CM,€1.80m,Venezia FC,Hertha BSC,€300k,24/25
Óttar Magnús Karlsson,27,['Iceland'],CF,€200k,Venezia FC,SPAL,€50k,24/25
Noah Baudouin,20,['France'],CB,€50k,Venezia FC,US Monnaie Football,free transfer,24/25
Luca Fiordilino,28,['Italy'],DM,€600k,Venezia FC,US Triestina,free transfer,24/25
Maximilian Ullmann,28,['Austria'],LB,€300k,Venezia FC,Wolfsberger AC,free transfer,24/25
Daishawn Redan,23,"['Suriname', 'Netherlands']",CF,€800k,Venezia FC,US Avellino 1912,?,24/25
Bruno Bertinato,26,"['Brazil', 'Italy']",GK,€300k,Venezia FC,Portuguesa,?,24/25
Mato Jajalo,36,"['Bosnia-Herzegovina', 'Croatia']",DM,€200k,Venezia FC,Retired,-,24/25
Damiano Pecile,22,"['Canada', 'Italy']",DM,€25k,Venezia FC,Without Club,-,24/25
Marco Modolo,35,['Italy'],CB,€200k,Venezia FC,Retired,-,24/25
Denis Cheryshev,33,"['Russia', 'Spain']",LW,€500k,Venezia FC,Without Club,-,24/25
