player_name,player_age,player_nationality,player_position,market_value,from_club,to_club,transfer_fee,transfer_season
Darian Males,22,['Switzerland'],RM,€5.00m,Inter Milan,BSC Young Boys,€1.90m,23/24
Marco Pompetti,23,['Italy'],DM,€450k,Inter Milan,US Catanzaro,€500k,23/24
Andi Hoti,20,"['Kosovo', 'Albania']",CB,€800k,Inter Milan,1.FC Magdeburg,€220k,23/24
Tibo Persyn,21,['Belgium'],RB,€700k,Inter Milan,FC Eindhoven,€40k,23/24
Danilo D'Ambrosio,34,['Italy'],CB,€1.50m,Inter Milan,AC Monza,free transfer,23/24
Gabriel Brazão,23,['Brazil'],GK,€300k,Inter Milan,Santos FC,free transfer,23/24
Lorenzo Peschetola,20,['Italy'],AM,€200k,Inter Milan,SS Monopoli 1966,free transfer,23/24
Franco Vezzoni,21,"['Argentina', 'Italy']",LM,€250k,Inter Milan,Calcio Foggia 1920,free transfer,23/24
Niccolò Squizzato,21,['Italy'],DM,€125k,Inter Milan,Delfino Pescara 1936,free transfer,23/24
Roberto Gagliardini,29,['Italy'],CM,€4.00m,Inter Milan,AC Monza,free transfer,23/24
Milan Škriniar,28,['Slovakia'],CB,€50.00m,Inter Milan,Paris Saint-Germain,free transfer,23/24
Edoardo Sottini,20,['Italy'],CB,€200k,Inter Milan,AS Cittadella,free transfer,23/24
Edin Džeko,37,['Bosnia-Herzegovina'],CF,€4.00m,Inter Milan,Fenerbahce,free transfer,23/24
Dalbert,29,['Brazil'],LB,€1.00m,Inter Milan,Sport Club Internacional,free transfer,23/24
Fabrizio Bagheria,22,['Italy'],GK,€50k,Inter Milan,Without Club,-,23/24
Alex Cordaz,40,['Italy'],GK,€200k,Inter Milan,Without Club,-,23/24
Samir Handanovič,38,['Slovenia'],GK,€500k,Inter Milan,Retired,-,23/24
Davide Zugaro,23,['Italy'],LB,€175k,Inter Milan,Without Club,-,23/24
Tijjani Reijnders,24,['Netherlands'],CM,€14.00m,AZ Alkmaar,AC Milan,€24.80m,23/24
Yunus Musah,20,"['United States', 'England']",CM,€18.00m,Valencia CF,AC Milan,€21.20m,23/24
Samuel Chukwueze,24,['Nigeria'],RW,€25.00m,Villarreal CF,AC Milan,€21.10m,23/24
Christian Pulisic,24,"['United States', 'Croatia']",RW,€25.00m,Chelsea FC,AC Milan,€20.80m,23/24
Ruben Loftus-Cheek,27,"['England', 'Guyana']",CM,€25.00m,Chelsea FC,AC Milan,€18.90m,23/24
Noah Okafor,23,"['Switzerland', 'Nigeria']",LW,€20.00m,Red Bull Salzburg,AC Milan,€15.50m,23/24
Filippo Terracciano,20,['Italy'],RB,€3.50m,Hellas Verona,AC Milan,€4.50m,23/24
Marco Pellegrino,21,"['Argentina', 'Italy']",CB,€400k,Club Atlético Platense,AC Milan,€3.88m,23/24
Luka Jović,25,"['Serbia', 'Bosnia-Herzegovina']",CF,€8.00m,ACF Fiorentina,AC Milan,€500k,23/24
Marco Sportiello,31,['Italy'],GK,€1.50m,Atalanta BC,AC Milan,free transfer,23/24
Sandro Tonali,23,['Italy'],DM,€50.00m,AC Milan,Newcastle United,€60.80m,23/24
Marco Brescianini,23,['Italy'],CM,€900k,AC Milan,Frosinone Calcio,€6.20m,23/24
Junior Messias,32,"['Brazil', 'Italy']",RW,€3.00m,AC Milan,Genoa CFC,€1.50m,23/24
Andreas Jungdal,21,['Denmark'],GK,€300k,AC Milan,US Cremonese,€150k,23/24
Gabriele Bellodi,22,['Italy'],CB,€200k,AC Milan,Olbia Calcio 1905,free transfer,23/24
Ante Rebić,29,['Croatia'],LW,€6.00m,AC Milan,Besiktas JK,free transfer,23/24
Antonio Mionic,22,['Croatia'],CM,€50k,AC Milan,SK Lisen,free transfer,23/24
Ciprian Tătărușanu,37,['Romania'],GK,€400k,AC Milan,Abha Club,free transfer,23/24
Zlatan Ibrahimović,41,"['Sweden', 'Bosnia-Herzegovina']",CF,€2.00m,AC Milan,Retired,-,23/24
El Bilal Touré,21,"['Mali', ""Cote d'Ivoire""]",CF,€12.00m,UD Almería,Atalanta BC,€30.20m,23/24
Gianluca Scamacca,24,['Italy'],CF,€22.00m,West Ham United,Atalanta BC,€28.00m,23/24
Isak Hien,24,"['Sweden', 'Ghana']",CB,€9.00m,Hellas Verona,Atalanta BC,€8.86m,23/24
Mitchel Bakker,23,['Netherlands'],LM,€9.00m,Bayer 04 Leverkusen,Atalanta BC,€8.80m,23/24
Sead Kolasinac,30,"['Bosnia-Herzegovina', 'Germany']",CB,€8.00m,Olympique Marseille,Atalanta BC,free transfer,23/24
Michel Adopo,22,"['France', ""Cote d'Ivoire""]",CM,€500k,Torino FC,Atalanta BC,free transfer,23/24
Rasmus Højlund,20,['Denmark'],CF,€45.00m,Atalanta BC,Manchester United,€77.80m,23/24
Jérémie Boga,26,"[""Cote d'Ivoire"", 'France']",LW,€14.00m,Atalanta BC,OGC Nice,€17.50m,23/24
Merih Demiral,25,['Türkiye'],CB,€20.00m,Atalanta BC,Al-Ahli SFC,€17.00m,23/24
Joakim Maehle,26,['Denmark'],LB,€14.00m,Atalanta BC,VfL Wolfsburg,€12.50m,23/24
Matteo Pessina,26,['Italy'],CM,€15.00m,Atalanta BC,AC Monza,€12.00m,23/24
Ruslan Malinovskyi,30,['Ukraine'],AM,€15.00m,Atalanta BC,Olympique Marseille,€10.00m,23/24
Emmanuel Latte Lath,24,"[""Cote d'Ivoire"", 'Italy']",CF,€1.50m,Atalanta BC,Middlesbrough FC,€5.50m,23/24
Sam Lammers,26,['Netherlands'],CF,€2.00m,Atalanta BC,Rangers FC,€4.10m,23/24
Luis Muriel,32,['Colombia'],CF,€3.50m,Atalanta BC,Orlando City SC,€2.10m,23/24
Salvatore Elia,24,['Italy'],RM,€750k,Atalanta BC,Spezia Calcio,€1.85m,23/24
David Heidenreich,23,['Czech Republic'],CB,€250k,Atalanta BC,FC Hradec Kralove,€68k,23/24
Stefano Mazzini,24,['Italy'],GK,€75k,Atalanta BC,Carrarese Calcio 1908,free transfer,23/24
Marco Carraro,25,['Italy'],DM,€550k,Atalanta BC,SPAL,free transfer,23/24
Luca Vido,26,['Italy'],CF,€700k,Atalanta BC,AC Reggiana 1919,?,23/24
Khadim Ndiaye,23,['Senegal'],GK,-,Atalanta BC,Without Club,-,23/24
Simone Muratore,25,['Italy'],CM,€100k,Atalanta BC,Retired,-,23/24
Tommaso Baldanzi,20,['Italy'],AM,€15.00m,FC Empoli,AS Roma,€11.50m,23/24
Leandro Paredes,29,['Argentina'],DM,€12.00m,Paris Saint-Germain,AS Roma,€5.65m,23/24
Evan Ndicka,23,"[""Cote d'Ivoire"", 'France']",CB,€28.00m,Eintracht Frankfurt,AS Roma,free transfer,23/24
Houssem Aouar,25,"['Algeria', 'France']",AM,€13.00m,Olympique Lyon,AS Roma,free transfer,23/24
Roger Ibañez,24,"['Brazil', 'Italy']",CB,€30.00m,AS Roma,Al-Ahli SFC,€28.50m,23/24
Justin Kluivert,24,"['Netherlands', 'Suriname']",AM,€14.00m,AS Roma,AFC Bournemouth,€10.80m,23/24
Matías Viña,26,"['Uruguay', 'Italy']",LB,€8.00m,AS Roma,CR Flamengo,€8.10m,23/24
Benjamin Tahirović,20,"['Bosnia-Herzegovina', 'Sweden']",CM,€1.50m,AS Roma,Ajax Amsterdam,€7.50m,23/24
Cristian Volpato,19,"['Italy', 'Australia']",AM,€3.00m,AS Roma,US Sassuolo,€7.50m,23/24
Carles Pérez,25,['Spain'],RW,€5.00m,AS Roma,Celta de Vigo,€5.20m,23/24
Bryan Reynolds,22,['United States'],RB,€4.00m,AS Roma,KVC Westerlo,€3.33m,23/24
Filippo Missori,19,['Italy'],RB,€800k,AS Roma,US Sassuolo,€2.50m,23/24
Nemanja Matić,35,"['Serbia', 'Slovakia']",DM,€4.00m,AS Roma,Stade Rennais FC,€2.50m,23/24
Gonzalo Villar,25,['Spain'],CM,€2.80m,AS Roma,Granada CF,€1.80m,23/24
Ruben Providence,21,"['Haiti', 'France']",LW,€600k,AS Roma,TSV Hartberg,€500k,23/24
William Bianda,23,"['France', 'Cameroon']",CB,€200k,AS Roma,Without Club,-,23/24
Ante Coric,26,['Croatia'],AM,€300k,AS Roma,Without Club,-,23/24
Manuel Locatelli,25,['Italy'],DM,€30.00m,US Sassuolo,Juventus FC,€36.40m,23/24
Moise Kean,23,"['Italy', ""Cote d'Ivoire""]",CF,€18.00m,Everton FC,Juventus FC,€30.00m,23/24
Timothy Weah,23,"['United States', 'France']",RW,€14.00m,LOSC Lille,Juventus FC,€11.00m,23/24
Arkadiusz Milik,29,['Poland'],CF,€8.00m,Olympique Marseille,Juventus FC,€7.30m,23/24
Tiago Djaló,23,"['Portugal', 'Guinea-Bissau']",CB,€15.00m,LOSC Lille,Juventus FC,€5.10m,23/24
Facundo González,20,"['Uruguay', 'Italy']",CB,€1.00m,Valencia Mestalla,Juventus FC,€1.75m,23/24
Dejan Kulusevski,23,"['Sweden', 'North Macedonia']",AM,€50.00m,Juventus FC,Tottenham Hotspur,€30.00m,23/24
Denis Zakaria,26,"['Switzerland', 'DR Congo']",DM,€18.00m,Juventus FC,AS Monaco,€20.00m,23/24
Radu Drăgușin,21,['Romania'],CB,€8.00m,Juventus FC,Genoa CFC,€9.70m,23/24
Filippo Ranocchia,22,['Italy'],CM,€2.00m,Juventus FC,Palermo FC,€3.88m,23/24
Ángel Di María,35,"['Argentina', 'Italy']",RW,€8.00m,Juventus FC,SL Benfica,free transfer,23/24
Mohamed Ihattaren,21,"['Morocco', 'Netherlands']",AM,-,Juventus FC,Samsunspor,free transfer,23/24
Leonardo Bonucci,36,['Italy'],CB,€1.50m,Juventus FC,1.FC Union Berlin,free transfer,23/24
Marko Pjaca,28,['Croatia'],LW,€1.70m,Juventus FC,HNK Rijeka,free transfer,23/24
Lucas Beltrán,22,"['Argentina', 'Italy']",CF,€12.00m,CA River Plate,ACF Fiorentina,€12.60m,23/24
M'Bala Nzola,26,"['Angola', 'France']",CF,€8.00m,Spezia Calcio,ACF Fiorentina,€12.60m,23/24
Fabiano Parisi,22,['Italy'],LB,€10.00m,FC Empoli,ACF Fiorentina,€10.00m,23/24
Oliver Christensen,24,['Denmark'],GK,€4.00m,Hertha BSC,ACF Fiorentina,€3.80m,23/24
Gino Infantino,20,"['Argentina', 'Italy']",CM,€3.00m,CA Rosario Central,ACF Fiorentina,€3.00m,23/24
Yerry Mina,28,['Colombia'],CB,€10.00m,Everton FC,ACF Fiorentina,free transfer,23/24
Arthur Cabral,25,['Brazil'],CF,€20.00m,ACF Fiorentina,SL Benfica,€20.50m,23/24
Igor Julio,25,['Brazil'],CB,€10.00m,ACF Fiorentina,Brighton & Hove Albion,€16.50m,23/24
Aleksa Terzic,23,['Serbia'],LB,€2.00m,ACF Fiorentina,Red Bull Salzburg,€5.40m,23/24
Youssef Maleh,24,"['Morocco', 'Italy']",CM,€4.50m,ACF Fiorentina,US Lecce,€5.00m,23/24
Toni Fruk,22,['Croatia'],AM,€2.00m,ACF Fiorentina,HNK Rijeka,€4.00m,23/24
Szymon Żurkowski,25,['Poland'],CM,€3.50m,ACF Fiorentina,Spezia Calcio,€3.38m,23/24
Jacob Rasmussen,26,['Denmark'],CB,€3.00m,ACF Fiorentina,Bröndby IF,€1.30m,23/24
Yerry Mina,29,['Colombia'],CB,€5.00m,ACF Fiorentina,Cagliari Calcio,€500k,23/24
Samuele Spalluto,22,['Italy'],CF,€250k,ACF Fiorentina,SS Monopoli 1966,€250k,23/24
Riccardo Saponara,31,['Italy'],AM,€2.00m,ACF Fiorentina,Hellas Verona,free transfer,23/24
Lorenzo Venuti,28,['Italy'],RB,€2.00m,ACF Fiorentina,US Lecce,free transfer,23/24
Michele Cerofolini,24,['Italy'],GK,€500k,ACF Fiorentina,Frosinone Calcio,free transfer,23/24
Giovanni Corradini,20,['Italy'],DM,€225k,ACF Fiorentina,Spezia Calcio,free transfer,23/24
Gabriele Gori,24,['Italy'],CF,€550k,ACF Fiorentina,US Avellino 1912,free transfer,23/24
Salvatore Sirigu,36,['Italy'],GK,€500k,ACF Fiorentina,Without Club,-,23/24
Filippo Frison,20,['Italy'],CB,€75k,ACF Fiorentina,Without Club,-,23/24
Marco Benassi,28,['Italy'],CM,€1.50m,ACF Fiorentina,Retired,-,23/24
Riccardo Calafiori,21,['Italy'],LB,€4.50m,FC Basel 1893,Bologna FC 1909,€24.50m,23/24
Dan Ndoye,22,"['Switzerland', 'Senegal']",RW,€3.50m,FC Basel 1893,Bologna FC 1909,€16.45m,23/24
Santiago Castro,19,"['Argentina', 'Italy']",CF,€7.00m,CA Vélez Sarsfield,Bologna FC 1909,€13.20m,23/24
Jesper Karlsson,25,['Sweden'],LW,€18.00m,AZ Alkmaar,Bologna FC 1909,€11.15m,23/24
Sam Beukema,24,['Netherlands'],CB,€4.50m,AZ Alkmaar,Bologna FC 1909,€10.88m,23/24
Stefan Posch,26,['Austria'],CB,€14.00m,TSG 1899 Hoffenheim,Bologna FC 1909,€5.00m,23/24
Mihajlo Ilić,20,['Serbia'],CB,€3.00m,FK Partizan Belgrade,Bologna FC 1909,€4.80m,23/24
Nikola Moro,25,['Croatia'],DM,€6.50m,Dynamo Moscow,Bologna FC 1909,€2.50m,23/24
Oussama El Azzouzi,22,"['Morocco', 'Netherlands']",DM,€800k,Union Saint-Gilloise,Bologna FC 1909,€2.29m,23/24
Jerdy Schouten,26,['Netherlands'],DM,€12.00m,Bologna FC 1909,PSV Eindhoven,€12.35m,23/24
Nicolás Domínguez,25,"['Argentina', 'Italy']",CM,€17.00m,Bologna FC 1909,Nottingham Forest,€6.65m,23/24
Musa Barrow,24,['The Gambia'],LW,€11.00m,Bologna FC 1909,Al-Taawoun FC,€6.00m,23/24
Emanuel Vignato,23,"['Italy', 'Brazil']",RW,€2.00m,Bologna FC 1909,Pisa Sporting Club,€400k,23/24
Kingsley Michael,24,['Nigeria'],CM,€250k,Bologna FC 1909,DSV Leoben,free transfer,23/24
Sébastian Breza,25,"['Canada', 'Norway']",GK,€600k,Bologna FC 1909,CF Montréal,free transfer,23/24
Matias Rocchi,20,['Italy'],LW,€25k,Bologna FC 1909,US Corticella,free transfer,23/24
Dion Ruffo Luci,22,['Italy'],CM,€100k,Bologna FC 1909,Rimini FC,free transfer,23/24
Matteo Angeli,20,['Italy'],CB,€450k,Bologna FC 1909,AS Cittadella,free transfer,23/24
Francesco Bardi,31,['Italy'],GK,€400k,Bologna FC 1909,AC Reggiana 1919,free transfer,23/24
Denso Kasius,20,['Netherlands'],RB,€1.70m,Bologna FC 1909,AZ Alkmaar,free transfer,23/24
Musa Juwara,21,['The Gambia'],RW,€350k,Bologna FC 1909,Vejle Boldklub,free transfer,23/24
Gary Medel,35,"['Chile', 'Spain']",CB,€800k,Bologna FC 1909,Clube de Regatas Vasco da Gama,free transfer,23/24
Roberto Soriano,32,"['Italy', 'Germany']",AM,€2.50m,Bologna FC 1909,Without Club,-,23/24
Nicola Sansone,31,"['Italy', 'Germany']",LW,€1.50m,Bologna FC 1909,Without Club,-,23/24
Ivan Ilić,22,['Serbia'],CM,€19.00m,Hellas Verona,Torino FC,€16.50m,23/24
Nikola Vlašić,25,['Croatia'],AM,€17.00m,West Ham United,Torino FC,€10.60m,23/24
Raoul Bellanova,23,['Italy'],RM,€5.00m,Cagliari Calcio,Torino FC,€7.00m,23/24
Adrien Tamèze,29,"['France', 'Cameroon']",DM,€6.00m,Hellas Verona,Torino FC,€2.80m,23/24
Saba Sazonov,21,"['Georgia', 'Russia']",CB,€3.00m,Dynamo Moscow,Torino FC,€2.75m,23/24
Nemanja Radonjić,27,['Serbia'],LW,€4.00m,Olympique Marseille,Torino FC,€1.70m,23/24
Kevin Haveri,21,['Albania'],LB,€300k,Rimini FC,Torino FC,€300k,23/24
Mihai Popa,22,['Romania'],GK,€1.00m,FC Voluntari,Torino FC,free transfer,23/24
Wilfried Singo,22,"[""Cote d'Ivoire""]",RB,€12.00m,Torino FC,AS Monaco,€9.10m,23/24
David Zima,23,['Czech Republic'],CB,€4.00m,Torino FC,SK Slavia Prague,€4.00m,23/24
Armando Izzo,31,['Italy'],CB,€3.00m,Torino FC,AC Monza,€3.00m,23/24
Magnus Warming,23,['Denmark'],RW,€700k,Torino FC,SK Brann,€650k,23/24
Ola Aina,26,"['Nigeria', 'England']",RB,€3.50m,Torino FC,Nottingham Forest,free transfer,23/24
Samuele Vianni,22,['Italy'],CF,€50k,Torino FC,Nuova Florida Calcio,free transfer,23/24
Christian Celesia,21,['Italy'],CB,€125k,Torino FC,Mantova 1911,free transfer,23/24
Etrit Berisha,34,"['Albania', 'Sweden']",GK,€400k,Torino FC,FC Empoli,free transfer,23/24
Simone Verdi,31,['Italy'],AM,€4.00m,Torino FC,Como 1907,?,23/24
Matthew Garbett,21,"['New Zealand', 'France']",CM,€300k,Torino FC,NAC Breda,?,23/24
Matteo Fiorenza,20,['Italy'],GK,€50k,Torino FC,Without Club,-,23/24
Gianluca Caprari,29,['Italy'],SS,€8.00m,Hellas Verona,AC Monza,€8.00m,23/24
Pablo Marí,29,['Spain'],CB,€5.00m,Arsenal FC,AC Monza,€6.20m,23/24
Alessio Cragno,29,['Italy'],GK,€3.00m,Cagliari Calcio,AC Monza,€3.60m,23/24
Milan Djuric,33,"['Bosnia-Herzegovina', 'Italy']",CF,€1.00m,Hellas Verona,AC Monza,€2.30m,23/24
Giulio Donati,33,['Italy'],RB,€500k,Without Club,AC Monza,-,23/24
Papu Gómez,35,"['Argentina', 'Italy']",LW,€3.00m,Without Club,AC Monza,-,23/24
Eugenio Lamanna,34,['Italy'],GK,€100k,AC Monza,Calcio Lecco 1912,free transfer,23/24
Luca Marrone,33,['Italy'],CB,€200k,AC Monza,Calcio Lecco 1912,free transfer,23/24
Andrea Barberis,29,['Italy'],CM,€800k,AC Monza,Pisa Sporting Club,free transfer,23/24
Tommaso Morosini,31,['Italy'],CM,€100k,AC Monza,USD Cisanese,free transfer,23/24
Christian Gytkjaer,33,['Denmark'],CF,€800k,AC Monza,Venezia FC,free transfer,23/24
Luca Mazzitelli,27,['Italy'],CM,€3.00m,AC Monza,Frosinone Calcio,?,23/24
Mario Sampirisi,30,['Italy'],RB,€750k,AC Monza,AC Reggiana 1919,?,23/24
Giulio Donati,33,['Italy'],RB,€500k,AC Monza,Without Club,-,23/24
Stefano Rubbi,20,['Italy'],GK,€50k,AC Monza,Without Club,-,23/24
Brenner,23,['Brazil'],CF,€8.00m,FC Cincinnati,Udinese Calcio,€10.00m,23/24
Christian Kabasele,32,"['Belgium', 'DR Congo']",CB,€1.00m,Watford FC,Udinese Calcio,€6.50m,23/24
Maduka Okoye,23,"['Nigeria', 'Germany']",GK,€2.00m,Watford FC,Udinese Calcio,€6.00m,23/24
Thomas Kristensen,21,['Denmark'],CB,€700k,Aarhus GF,Udinese Calcio,€5.00m,23/24
Martín Payero,24,"['Argentina', 'Italy']",CM,€3.50m,Middlesbrough FC,Udinese Calcio,€3.00m,23/24
Keinan Davis,25,"['England', 'Jamaica']",CF,€3.00m,Aston Villa,Udinese Calcio,€2.30m,23/24
Étienne Camara,20,"['France', 'Guinea']",DM,€500k,Huddersfield Town,Udinese Calcio,€2.00m,23/24
Antonio Tikvic,19,"['Croatia', 'Germany']",CB,€150k,FC Bayern Munich II,Udinese Calcio,€650k,23/24
Lautaro Giannetti,30,"['Argentina', 'Italy']",CB,€2.80m,CA Vélez Sarsfield,Udinese Calcio,free transfer,23/24
Jordan Zemura,23,"['Zimbabwe', 'England']",LB,€6.00m,AFC Bournemouth,Udinese Calcio,free transfer,23/24
Oier Zarraga,24,['Spain'],CM,€3.00m,Athletic Bilbao,Udinese Calcio,free transfer,23/24
Domingos Quina,23,"['Portugal', 'Guinea-Bissau']",CM,€1.80m,Watford FC,Udinese Calcio,?,23/24
Roberto Pereyra,32,['Argentina'],CM,€6.00m,Without Club,Udinese Calcio,-,23/24
Beto,25,"['Guinea-Bissau', 'Portugal']",CF,€25.00m,Udinese Calcio,Everton FC,€25.00m,23/24
Rodrigo Becão,27,['Brazil'],CB,€10.00m,Udinese Calcio,Fenerbahce,€8.31m,23/24
Martin Palumbo,21,"['Norway', 'Italy']",DM,€700k,Udinese Calcio,Juventus Next Gen,€785k,23/24
Cristo,25,['Spain'],SS,€1.50m,Udinese Calcio,FC Arouca,free transfer,23/24
Mattia Damiani,20,['Italy'],DM,€50k,Udinese Calcio,SS Arezzo,free transfer,23/24
Tolgay Arslan,32,"['Germany', 'Türkiye']",AM,€1.40m,Udinese Calcio,Melbourne City FC,free transfer,23/24
Ilija Nestorovski,33,['North Macedonia'],CF,€400k,Udinese Calcio,Ascoli Calcio,free transfer,23/24
Étienne Camara,20,"['France', 'Guinea']",DM,€1.20m,Udinese Calcio,Royal Charleroi SC,?,23/24
Simone Ianesi,21,['Italy'],LW,€100k,Udinese Calcio,US Città di Pontedera,-,23/24
Marvin Zeegelaar,32,"['Netherlands', 'Suriname']",LB,€400k,Udinese Calcio,Retired,-,23/24
Roberto Pereyra,32,['Argentina'],CM,€6.00m,Udinese Calcio,Without Club,-,23/24
Josh Doig,21,['Scotland'],LB,€7.00m,Hellas Verona,US Sassuolo,€6.50m,23/24
Daniel Boloca,24,"['Italy', 'Romania']",DM,€3.50m,Frosinone Calcio,US Sassuolo,€6.50m,23/24
Nedim Bajrami,24,"['Albania', 'Switzerland']",AM,€7.50m,FC Empoli,US Sassuolo,€6.00m,23/24
Luca Lipani,18,['Italy'],DM,€400k,Genoa CFC,US Sassuolo,€3.00m,23/24
Uros Racic,25,['Serbia'],DM,€6.50m,Valencia CF,US Sassuolo,€2.50m,23/24
Hamed Traoré,23,"[""Cote d'Ivoire""]",LW,€22.00m,US Sassuolo,AFC Bournemouth,€25.62m,23/24
